diffurl,edittime,editcomment,articletitle,editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,character_distribution,longest_Word,bad_words,size,word_count
http://en.wikipedia.org/w/index.php?diff=329167245&oldid=329166751,2009-12-02T02:40:07Z,/* Group 4 */ added goal difference to group tables; formatting corrections,1950 FIFA World Cup qualification,31653,324620722,1.0724,0.0666,0.0958,0.0592,0.0629,68.44.201.112,328137156,154,0,0,1,0.009389671,0.001821026,90.0,0.0,40445.0,1175.0
http://en.wikipedia.org/w/index.php?diff=328314303&oldid=328314122,2009-11-28T03:17:39Z,,Delilah Rene,9585,328099482,1.029,0.0132,0.051,0.1095,0.123,Darth Malleus,328099556,2,0,14,1,0.0,0.000173,45.0,0.0,12503.0,1514.0
http://en.wikipedia.org/w/index.php?diff=329146847&oldid=329145782,2009-12-02T00:30:35Z,Category:Canadian expatriate American football people in the United States,Kevin Eiben,40272,315887525,1.1274,0.0545,0.1213,0.0867,0.0948,Iqinn,326919531,0,0,34,0,0.0,0.0,0.0,0.0,8347.0,848.0
http://en.wikipedia.org/w/index.php?diff=327176597&oldid=327176366,2009-11-21T21:41:35Z,/* Group 3 */ formatting correction,1966 FIFA World Cup,39721,328247713,1.0918,0.037000000000000005,0.0653,0.0832,0.0907,DASonnenfeld,328371723,2,0,29,0,0.0,inf,13.0,0.0,43081.0,4031.0
http://en.wikipedia.org/w/index.php?diff=328155857&oldid=327904974,2009-11-27T04:47:14Z,/* Route Through NY and PA */,"New York, Susquehanna and Western Railway",9550,327325723,1.0552,0.0489,0.0866,0.0913,0.1005,94.99.69.102,327325808,4,1,26,1,0.007936508,5.91e-05,40.0,0.0,27914.0,2877.0
http://en.wikipedia.org/w/index.php?diff=327874351&oldid=327874279,2009-11-25T15:31:16Z,/* Songs with presented artists */,Sweden in the Eurovision Song Contest 2010,22191,326801287,1.1298,0.0278,0.0448,0.0691,0.0742,128.157.160.13,328818372,0,0,21,1,0.0,0.0,13.0,0.0,45485.0,1800.0
http://en.wikipedia.org/w/index.php?diff=327744767&oldid=327744603,2009-11-24T22:02:24Z,/* External links */,Floyd Bennett Field,24335,275257695,1.1598,0.0035,0.008,0.0299,0.0308,Bob Burkhardt,328241733,2,0,76,1,0.0,inf,6.0,0.0,157076.0,19240.0
http://en.wikipedia.org/w/index.php?diff=329107329&oldid=329107026,2009-12-01T20:51:55Z,,Church Stretton railway station,6457,327234000,1.1357,0.0652,0.104,0.0745,0.0805,Frank12,327364180,27,0,0,0,0.0,inf,10.0,0.0,10966.0,967.0
http://en.wikipedia.org/w/index.php?diff=329215346&oldid=328926284,2009-12-02T09:27:50Z,,Audi,23497,327692530,1.1281,0.0291,0.0613,0.0742,0.0801,72.95.140.7,327692934,0,0,17,1,0.0,0.0,15.0,0.0,140310.0,12293.0
http://en.wikipedia.org/w/index.php?diff=327910832&oldid=327910575,2009-11-25T19:33:03Z,.{{cn}},"Alabaster, Alabama",11978,323185405,1.1381,0.0105,0.0284,0.0907,0.0996,Rich Farmbrough,329980483,0,0,81,1,0.0,0.0,27.0,0.0,15128.0,1309.0
http://en.wikipedia.org/w/index.php?diff=327975650&oldid=327975045,2009-11-26T02:37:55Z,/* Future channels */,Global Destiny Cable,11688,328183893,1.039,0.0949,0.1202,0.0898,0.0987,Dan Dassow,328549912,104,0,110,1,0.0,inf,12.0,0.0,7175.0,509.0
http://en.wikipedia.org/w/index.php?diff=329110090&oldid=329109988,2009-12-01T21:06:12Z,/* Gatehouse */ ce,Castle,14386,330101546,1.0424,0.009000000000000001,0.0657,0.0417,0.0435,138.38.151.101,330101840,0,0,34,1,0.0,0.046749458,35.0,0.0,103649.0,13011.0
http://en.wikipedia.org/w/index.php?diff=327370277&oldid=327370099,2009-11-22T23:21:29Z,,Charleroi High School,33104,328814808,1.1401,0.0926,0.1693,0.0978,0.1084,DavettaRoulet,328815280,194,0,0,0,0.0,0.0,0.0,0.0,4620.0,59.0
http://en.wikipedia.org/w/index.php?diff=327258450&oldid=327257838,2009-11-22T08:46:45Z,/* Predecessor club records */,FC Seoul,42672,323812146,1.0724,0.0296,0.0442,0.0836,0.0912,Sirmylesnagopaleentheda,327684103,3,0,20,0,0.0,0.13366779999999998,15.0,0.0,69239.0,3076.0
http://en.wikipedia.org/w/index.php?diff=328193629&oldid=328193365,2009-11-27T11:25:07Z,/* Notable natives */,Uppsala,33773,328863832,1.0436,0.0463,0.0896,0.0748,0.0809,Snowolf,329144655,0,0,142,0,0.0,0.16547079999999995,79.0,0.0,40729.0,3663.0
http://en.wikipedia.org/w/index.php?diff=329087617&oldid=328073290,2009-12-01T19:08:50Z,/* Temperature dependence */,Electrical conductivity meter,6973,327084117,1.0626,0.0174,0.0479,0.067,0.0719,R1000R1000,327087088,25,0,16,0,0.0,0.28873056,32.0,0.0,7963.0,841.0
http://en.wikipedia.org/w/index.php?diff=328865780&oldid=324925675,2009-11-30T20:04:09Z,/* Opposition to UN intervention */,Mohamed Farrah Aidid,12215,323328849,1.1167,0.0077,0.0317,0.0564,0.0598,Reige,327394145,8,0,20,0,0.007575758,0.002179095,44.0,0.0,15191.0,1608.0
http://en.wikipedia.org/w/index.php?diff=328075805&oldid=326871344,2009-11-26T18:17:01Z,/* The Troubles */ links,Censorship in the Republic of Ireland,23916,329045653,1.1444,0.0454,0.0922,0.0979,0.1085,89.100.212.22,329051705,333,0,19,1,0.0,0.8289044,94.0,0.0,42433.0,5017.0
http://en.wikipedia.org/w/index.php?diff=327770011&oldid=327766202,2009-11-25T00:24:45Z,,Kosvinsky Mountain,11871,325866185,1.1154,0.0586,0.0788,0.0738,0.0797,205.201.218.239,328855578,407,0,60,1,0.0,0.033512075,14.0,0.0,4764.0,415.0
http://en.wikipedia.org/w/index.php?diff=329163260&oldid=329163114,2009-12-02T02:14:54Z,,Wanna Be a Baller,27702,328324665,1.1393,0.0131,0.0363,0.0475,0.0499,Whishays,328324804,1,0,0,0,0.0,0.0008560000000000001,35.0,0.0,4547.0,327.0
http://en.wikipedia.org/w/index.php?diff=327161196&oldid=323739031,2009-11-21T20:03:48Z,/* Further reading */ template,Grand Duke Constantine Pavlovich of Russia,25440,327201156,1.1377,0.0274,0.0406,0.0521,0.0549,Pointillist,327202029,6,0,196,0,0.0,0.100855775,7.0,0.0,22177.0,2526.0
http://en.wikipedia.org/w/index.php?diff=329707054&oldid=326378404,2009-12-04T18:21:57Z,,Will Thorp,18000,327189349,1.1201,0.0459,0.08900000000000001,0.1006,0.1117,Ponyo,327296923,54,0,50,0,0.025,0.020054225,21.0,0.0,5056.0,468.0
http://en.wikipedia.org/w/index.php?diff=329936806&oldid=329936757,2009-12-05T21:25:18Z,Undoing own edit ([[Wikipedia:Huggle|HG]]),List of The Nostalgia Critic episodes,14892,328604192,1.1385,0.0686,0.1087,0.0762,0.0825,Reedmalloy,328608551,294,0,16,0,0.00625,inf,20.0,0.0,23566.0,2429.0
http://en.wikipedia.org/w/index.php?diff=328481091&oldid=328467139,2009-11-29T00:19:15Z,/* Events */ + 1 event,1951 in music,36904,327645958,1.0643,0.0432,0.0903,0.0944,0.1043,Comayagua99,328322056,2,0,27,0,0.0,0.000411,66.0,0.0,77789.0,6814.0
http://en.wikipedia.org/w/index.php?diff=328664329&oldid=321529123,2009-11-29T21:38:21Z,Euro : EUR disambiguation,Outline of Greece,32616,327401295,1.153,0.0714,0.0944,0.1159,0.1311,DisneyRah,327401390,278,0,14,0,0.0,0.005230258,161.0,0.0,28189.0,1771.0
http://en.wikipedia.org/w/index.php?diff=328368699&oldid=328318282,2009-11-28T12:19:55Z,[[WP:UNDO|Undid]] revision 328318282 by [[Special:Contributions/79.30.164.17|79.30.164.17]] ([[User talk:79.30.164.17|talk]]) Seriously - finish the discussion in the talk page first.,Nightwish,28410,326060489,1.08,0.0084,0.0221,0.0497,0.0522,76.217.35.62,326850535,0,0,14,1,0.034482759,0.000116,16.0,0.0,107183.0,10158.0
http://en.wikipedia.org/w/index.php?diff=328887304&oldid=328439603,2009-11-30T21:44:48Z,,Clongowes Wood College,10623,328922176,1.09,0.0372,0.0705,0.0544,0.0575,147.89.224.69,329051616,0,1,24,1,0.0,0.0,0.0,0.0,22743.0,2236.0
http://en.wikipedia.org/w/index.php?diff=327635559&oldid=327633297,2009-11-24T09:17:13Z,,"Otro Vino, Otra Copa",24264,329299101,1.1399,0.0317,0.0779,0.0762,0.0824,Jeangabin,329299857,32,0,20,0,0.0,inf,17.0,0.0,5311.0,646.0
http://en.wikipedia.org/w/index.php?diff=328302348&oldid=328302071,2009-11-28T01:35:05Z,,Matteo Abbate,37051,328452845,1.0818,0.0576,0.113,0.0956,0.1057,Prosperosity,328743763,28,0,0,0,0.0,0.0,0.0,0.0,4104.0,159.0
http://en.wikipedia.org/w/index.php?diff=327503919&oldid=327225658,2009-11-23T17:36:39Z,/* External links */  Not Korean,Yuna Ito,8685,328485395,1.1264,0.0284,0.0766,0.0702,0.0755,Absalom89,328485518,1,0,29,0,0.0,1.16e-05,54.0,0.0,19782.0,2022.0
http://en.wikipedia.org/w/index.php?diff=327969048&oldid=324289884,2009-11-26T01:45:16Z,/* Cultural depictions */,Wrecking (Soviet crime),34971,327926331,1.1566,0.0158,0.0235,0.0542,0.0572,24.57.113.200,327927750,41,0,33,1,0.019386107,5.8e-05,28.0,0.0,4829.0,562.0
http://en.wikipedia.org/w/index.php?diff=329606557&oldid=329558917,2009-12-04T04:16:36Z,[[WP:UNDO|Undid]] revision 329558917 by [[Special:Contributions/69.81.50.210|69.81.50.210]] ([[User talk:69.81.50.210|talk]]),United Nations Partition Plan for Palestine,7084,327073673,1.1049,0.0114,0.0389,0.0353,0.0365,Gobonobo,327076437,510,0,11,0,0.0,inf,81.0,0.0,108389.0,12748.0
http://en.wikipedia.org/w/index.php?diff=327602876&oldid=327201845,2009-11-24T04:02:00Z,,Davide Lanzafame,17311,329211651,1.1368,0.0389,0.1744,0.2175,0.2778,Shortride,329211782,36,0,11,0,0.0,inf,15.0,0.0,19702.0,1411.0
http://en.wikipedia.org/w/index.php?diff=326909118&oldid=325001941,2009-11-20T11:03:22Z,[[WP:CHECKWIKI|Checking Wikipedia]] using [[WP:AutoEd|AutoEd]],"Kobo, the Lil Rascal",23823,327910334,1.1069,0.0978,0.1666,0.124,0.1415,Stybn,327910661,59,0,45,0,0.0,inf,33.0,0.0,4923.0,413.0
http://en.wikipedia.org/w/index.php?diff=327532791&oldid=327529445,2009-11-23T20:34:36Z,/* Roads and automotive transport */ add references,Transport in Romania,25408,328561704,1.0709,0.0647,0.1157,0.0831,0.0906,All Hallows Wraith,328561744,0,0,50,1,0.007874016,0.046819188,100.0,0.0,10979.0,1343.0
http://en.wikipedia.org/w/index.php?diff=327357538&oldid=327357418,2009-11-22T22:02:57Z,/* Anime */ correct wikilink,Jerry Jewell,1474,326705427,1.1142,0.0198,0.0391,0.028,0.0288,Golfballselector99,327187598,73,0,132,0,0.0,inf,55.0,0.0,35143.0,1140.0
http://en.wikipedia.org/w/index.php?diff=327358102&oldid=319894286,2009-11-22T22:06:37Z,recat using [[Project:AutoWikiBrowser|AWB]],Audiovent,22355,322197534,1.1216,0.0261,0.0603,0.0586,0.0623,Jonyungk,327768750,21,0,49,0,0.012195122,0.002280891,20.0,0.0,22172.0,2130.0
http://en.wikipedia.org/w/index.php?diff=329621357&oldid=329620964,2009-12-04T06:39:40Z,/* Remakes and sequel */,High Noon,2835,326513597,1.1461,0.0423,0.0606,0.07400000000000001,0.0799,195.27.15.83,326928786,1035,0,139,1,0.004201681,inf,21.0,0.0,36138.0,4308.0
http://en.wikipedia.org/w/index.php?diff=327065628&oldid=326881239,2009-11-21T05:55:20Z,,Tom DeLonge,17807,329778650,1.13,0.1112,0.1939,0.0947,0.1045,Useight,329778718,9,0,44,0,0.0,0.27256718,13.0,0.0,66519.0,6644.0
http://en.wikipedia.org/w/index.php?diff=328629350&oldid=328627058,2009-11-29T18:41:44Z,/* Rankings */,2009 West Virginia Mountaineers football team,27681,328327650,1.1284,0.0371,0.0654,0.0988,0.1095,Bvs1925,328327839,57,0,20,0,0.0,inf,41.0,0.0,24477.0,843.0
http://en.wikipedia.org/w/index.php?diff=328232614&oldid=327874674,2009-11-27T17:07:37Z,,Overton Grange School,43199,328668937,1.0765,0.0309,0.0594,0.0675,0.0724,131.122.47.158,329196249,286,0,15,1,0.0,inf,21.0,0.0,3922.0,351.0
http://en.wikipedia.org/w/index.php?diff=328468504&oldid=328244796,2009-11-28T23:06:04Z,,Jinz? Toriumi,16039,327979357,1.0512,0.0496,0.0819,0.0516,0.0544,58.62.185.62,327988004,31,1,37,1,0.0,inf,26.0,0.0,20050.0,1020.0
http://en.wikipedia.org/w/index.php?diff=329457597&oldid=328917507,2009-12-03T14:17:52Z,did not play for national senior team,Derek Meech,24034,327011925,1.1409,0.0431,0.0688,0.0733,0.0791,Kubigula,327040499,364,0,145,0,0.0,inf,20.0,0.0,16319.0,756.0
http://en.wikipedia.org/w/index.php?diff=329717235&oldid=312502101,2009-12-04T19:16:02Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],Abel Fernandez,39582,323469058,1.0967,0.0027,0.0097,0.0711,0.0766,Angusmclellan,328883631,27,0,112,0,0.0,inf,19.0,0.0,7566.0,676.0
http://en.wikipedia.org/w/index.php?diff=327601821&oldid=327600507,2009-11-24T03:54:47Z,/* Second generation */,Volvo XC90,20522,326513994,1.0643,0.0179,0.0357,0.0693,0.0744,66.142.231.141,327559270,20,0,12,1,0.02739726,inf,14.0,0.0,57891.0,4327.0
http://en.wikipedia.org/w/index.php?diff=327251657&oldid=327251409,2009-11-22T07:29:18Z,corrected my previous edit.  this one correct,Cognitive behavioral therapy,22183,326615894,1.1359,0.0605,0.1077,0.053,0.0559,TPIRFanSteve,328342595,0,0,13,0,0.0,0.00730764,26.0,0.0,134806.0,14564.0
http://en.wikipedia.org/w/index.php?diff=329867044&oldid=329861840,2009-12-05T13:24:05Z,,The Godfather Part III,17444,328228454,1.13,0.0206,0.0549,0.0954,0.1055,79.67.211.250,328228687,0,0,0,1,0.0,0.0,0.0,0.0,36198.0,3811.0
http://en.wikipedia.org/w/index.php?diff=329158618&oldid=311160754,2009-12-02T01:45:44Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],1995 Atlanta Falcons season,19850,329478316,1.0504,0.0377,0.0682,0.0571,0.0606,Transity,329478422,12,0,96,0,0.0,0.0007440000000000001,21.0,0.0,10394.0,255.0
http://en.wikipedia.org/w/index.php?diff=326839439&oldid=326839263,2009-11-20T00:48:38Z,/* Music career */,Consequence (rapper),26091,328863665,1.1571,0.0258,0.0553,0.0435,0.0454,EraNavigator,328863752,0,0,0,0,0.0,inf,13.0,0.0,10574.0,573.0
http://en.wikipedia.org/w/index.php?diff=327610504&oldid=327423838,2009-11-24T05:06:03Z,/* Golan */,List of characters in Fist of the North Star,17100,327616424,1.1037,0.0217,0.0457,0.0469,0.0492,Lmgarlan,327621802,259,0,72,0,0.00862069,inf,19.0,0.0,77032.0,12259.0
http://en.wikipedia.org/w/index.php?diff=327983822&oldid=327977904,2009-11-26T03:50:45Z,,2012 (film),24635,326977642,1.1375,0.0298,0.1001,0.0497,0.0523,24.227.244.212,326977727,0,0,13,1,0.0,0.0,0.0,0.0,45741.0,3803.0
http://en.wikipedia.org/w/index.php?diff=329978778&oldid=329906443,2009-12-06T01:40:08Z,/* Plot */,"Its a Mad, Mad, Mad, Mad World",18118,329697150,1.134,0.0245,0.0805,0.0594,0.0631,Guwahati123456,329699758,0,0,16,0,0.0,inf,10.0,0.0,46568.0,5411.0
http://en.wikipedia.org/w/index.php?diff=327572302&oldid=327515542,2009-11-24T00:30:56Z,"[[WP:AWB/T|Typo fixing]] and general fixes, typos fixed: religous ? religious, Sri lanka ? Sri Lanka (2), differnt ? different, constitue ? constitute using [[Project:AutoWikiBrowser|AWB]]",Sri Lanka,35319,326793400,1.1335,0.0191,0.0527,0.0432,0.0452,Per Honor et Gloria,326793618,27,0,25,1,0.0,0.01062473,20.0,0.0,199470.0,17935.0
http://en.wikipedia.org/w/index.php?diff=329952121&oldid=314105950,2009-12-05T22:59:29Z,,Léonce Corne,6108,327961792,1.07,0.0221,0.064,0.0403,0.042,74.70.38.249,327961983,0,1,0,1,0.0,0.00464545,41.0,0.0,2498.0,170.0
http://en.wikipedia.org/w/index.php?diff=327435291&oldid=325262521,2009-11-23T07:30:08Z,/* Early years */,Samantha Crain,17814,328477424,1.1277,0.0203,0.0675,0.0892,0.0978,136.159.72.2,328831346,1,0,0,1,0.0,4.84e-05,13.0,0.0,11397.0,1352.0
http://en.wikipedia.org/w/index.php?diff=327601639&oldid=327601566,2009-11-24T03:53:32Z,/* Montreal Canadiens */,Sergei Kostitsyn,9748,295188377,1.1137,0.0396,0.0804,0.0874,0.0957,Chris G,327588777,0,0,36,1,0.018181818,0.2566682,67.0,0.0,22437.0,1592.0
http://en.wikipedia.org/w/index.php?diff=328422268&oldid=328384572,2009-11-28T18:33:55Z,/* External links */,Kasur,25446,307115488,1.1227,0.0572,0.1208,0.1201,0.1363,Skier Dude,326880367,1,0,9,1,0.0,0.001250658,57.0,0.0,16579.0,1234.0
http://en.wikipedia.org/w/index.php?diff=326899716&oldid=326743075,2009-11-20T09:29:29Z,/* Geography */,Sicily,33263,327895198,1.0404,0.0086,0.0716,0.0814,0.0886,DragonflySixtyseven,327895279,30,0,153,0,0.0,inf,13.0,0.0,151556.0,15153.0
http://en.wikipedia.org/w/index.php?diff=329089979&oldid=328728029,2009-12-01T19:21:31Z,/* Filmography */,Taraji P. Henson,29109,271760270,1.1282,0.0259,0.0526,0.0745,0.0804,131.162.181.33,327700641,1,0,0,1,0.016129031999999998,0.006254452,15.0,0.0,42228.0,3418.0
http://en.wikipedia.org/w/index.php?diff=326869530&oldid=320805822,2009-11-20T04:11:52Z,added 3 images,"National Register of Historic Places listings in Rockingham County, New Hampshire",40207,327002927,1.1486,0.0399,0.0717,0.0573,0.0608,Good Olfactory,327549029,48,0,136,1,0.0,inf,23.0,0.0,52331.0,253.0
http://en.wikipedia.org/w/index.php?diff=327731742&oldid=327648222,2009-11-24T20:55:32Z,Clarify attached to what...,Stirrup,34702,328354345,1.1086,0.0262,0.0374,0.0607,0.0646,88.224.47.210,328354417,6,0,0,1,0.0,0.008741703,18.0,0.0,31740.0,4099.0
http://en.wikipedia.org/w/index.php?diff=327632058&oldid=327144773,2009-11-24T08:40:05Z,/* References */,Russia – United Kingdom relations,36818,325895813,1.1242,0.0336,0.0803,0.0818,0.0891,71.115.87.182,328172514,126,0,37,1,0.0,inf,18.0,0.0,72815.0,8304.0
http://en.wikipedia.org/w/index.php?diff=329553258&oldid=328427298,2009-12-03T22:45:53Z,stubify,James Vaughan (footballer born 1986),35515,327184896,1.1096,0.0142,0.0412,0.1075,0.1202,Generalboss3,329749589,39,0,20,0,0.0,0.0,0.0,0.0,3660.0,269.0
http://en.wikipedia.org/w/index.php?diff=329241678&oldid=329238404,2009-12-02T13:33:59Z,,Francisco Montaner Stadium,25693,326733045,1.1163,0.0068,0.0571,0.0568,0.0602,Aircraft Enginer,326862585,0,0,23,1,0.0,0.0,0.0,0.0,12066.0,1227.0
http://en.wikipedia.org/w/index.php?diff=329105757&oldid=329013288,2009-12-01T20:43:31Z,/* Season schedule */ standardized header,1926 Buffalo Rangers season,15658,327033305,1.1423,0.0559,0.1319,0.0861,0.0942,Agadant,327033642,147,0,44,0,0.0,inf,71.0,0.0,3077.0,198.0
http://en.wikipedia.org/w/index.php?diff=327888025&oldid=327852707,2009-11-25T17:05:19Z,Reverted to revision 322481245 by [[Special:Contributions/ShelfSkewed|ShelfSkewed]]; rv unreferenced addition. ([[WP:TW|TW]]),Parting phrase,19166,330092894,1.0967,0.0739,0.11,0.1031,0.1149,Ifwinterends,330092997,6,0,125,0,0.0,inf,8.0,0.0,4419.0,486.0
http://en.wikipedia.org/w/index.php?diff=327567395&oldid=327511933,2009-11-23T23:58:05Z,adding content and ref,Caster Semenya,36445,328401963,1.1026,0.0396,0.0739,0.0641,0.0684,LokiiT,328413739,27,0,8,0,0.0,inf,20.0,0.0,60659.0,4670.0
http://en.wikipedia.org/w/index.php?diff=329667664&oldid=327710594,2009-12-04T14:31:17Z,/* Career */,LehtMoJoe,30885,312141742,1.1221,0.0467,0.1433,0.1307,0.1503,86.148.109.244,327300962,7,0,15,1,0.0,inf,35.0,0.0,3929.0,164.0
http://en.wikipedia.org/w/index.php?diff=329788811&oldid=329588182,2009-12-05T01:53:58Z,/* Timeline */ slight reorder to avoid clashing,User:Jubileeclipman - Classical composers time-line,25258,326172901,1.1183,0.0449,0.0753,0.076,0.0822,Teach46,328368281,360,0,38,0,0.0,0.0,0.0,0.0,10083.0,89.0
http://en.wikipedia.org/w/index.php?diff=327412930&oldid=325009498,2009-11-23T04:18:02Z,/* Life and career */,Robert Hoffman (actor),41256,327052678,1.1637,0.0103,0.0327,0.0338,0.035,VMS Mosaic,327052833,24,0,159,1,0.0,0.011958768,12.0,0.0,11681.0,664.0
http://en.wikipedia.org/w/index.php?diff=327216307&oldid=325205230,2009-11-22T02:08:05Z,/* Usage in law */,Cruelty,25665,327909989,1.1314,0.0338,0.0586,0.0335,0.0346,Polarpanda,327910578,354,0,90,0,0.0,0.34722504,12.0,0.0,127290.0,12145.0
http://en.wikipedia.org/w/index.php?diff=329970101&oldid=329969843,2009-12-06T00:50:08Z,"/* Local Sites of Interest */ virginia. also, last edit summary should have said move not remove",Great North Mountain,4355,327569421,1.0862,0.0625,0.1127,0.0686,0.0737,Martin Hogbin,328481884,175,0,74,1,0.0,0.008295119,13.0,0.0,5248.0,518.0
http://en.wikipedia.org/w/index.php?diff=327064262&oldid=327063798,2009-11-21T05:39:46Z,,List of creatures in the Resident Evil series,20381,324295136,1.1479,0.1083,0.2299,0.1021,0.1137,Pats1,327016347,1,0,158,0,0.0,0.002003084,15.0,0.0,136736.0,17995.0
http://en.wikipedia.org/w/index.php?diff=329532014&oldid=300600898,2009-12-03T21:06:31Z,/* Organisation */,British Transport Commission,32617,327706857,1.1352,0.0513,0.1042,0.0906,0.0996,Leaky caldron,327707360,60,0,153,1,0.0,inf,9.0,0.0,9217.0,1185.0
http://en.wikipedia.org/w/index.php?diff=327015724&oldid=327014114,2009-11-20T23:23:27Z,"/* External links */standardize, Replaced: NCAA mens basketball Final Four season ? NCAA mens basketball Final Four seasons, using [[Project:AutoWikiBrowser|AWB]]",1976–77 Marquette Warriors mens basketball team,27934,328781349,1.1237,0.0132,0.08900000000000001,0.0149,0.0151,Marc van Leeuwen,328781466,1,0,59,1,0.0,4.68e-05,20.0,0.0,27048.0,309.0
http://en.wikipedia.org/w/index.php?diff=328349870&oldid=316284913,2009-11-28T09:20:19Z,add a link,Battleaxe (novel),31962,328580231,1.1392,0.044,0.0709,0.0883,0.0968,Billy Hathorn,328580352,34,0,0,1,0.005291005,0.000496,73.0,0.0,4329.0,561.0
http://en.wikipedia.org/w/index.php?diff=327796717&oldid=327796568,2009-11-25T03:28:52Z,/* Critical responses */,Four Quartets,23024,327869389,1.1273,0.0761,0.1476,0.1128,0.1271,64.136.55.12,327870070,28,0,84,1,0.0,0.14379926,10.0,0.0,31968.0,4764.0
http://en.wikipedia.org/w/index.php?diff=327293888&oldid=327119373,2009-11-22T14:53:05Z,/* Denver Broncos */,Chris Simms,15814,326359927,1.1204,0.0543,0.0864,0.0548,0.058,Roxashorror,326843909,2,0,16,0,0.007575758,3.98e-05,23.0,0.0,30474.0,3266.0
http://en.wikipedia.org/w/index.php?diff=327942180&oldid=327941967,2009-11-25T22:41:01Z,/* Studies comparing religious belief and I.Q. */,Religiosity and intelligence,7651,327248850,1.0977,0.0643,0.0982,0.0825,0.0899,173.89.58.75,327301266,184,0,20,1,0.0,0.0,0.0,0.0,52427.0,6062.0
http://en.wikipedia.org/w/index.php?diff=327021023&oldid=326987794,2009-11-20T23:54:53Z,/* Characters */,Karakurid?ji Ultimo,41431,328445472,1.1285,0.0528,0.0884,0.0724,0.0779,MartinCollin,328445562,13,0,0,0,0.010752688,0.000512,48.0,0.0,105480.0,377.0
http://en.wikipedia.org/w/index.php?diff=329239036&oldid=329238910,2009-12-02T13:12:09Z,Reverted edits by [[Special:Contributions/76.25.230.160|76.25.230.160]] ([[User talk:76.25.230.160|talk]]) using [[User:MichaelBillington/MWT|MWT]],London Tipton,2284,328076297,1.1111,0.0456,0.1054,0.0798,0.0867,76.125.108.43,328076459,0,0,0,1,0.0,0.14866081,75.0,0.0,39519.0,5440.0
http://en.wikipedia.org/w/index.php?diff=327995181&oldid=320794865,2009-11-26T05:34:57Z,/* Results */,2007 World Short Track Speed Skating Championships,7404,328202824,1.1117,0.0753,0.1332,0.1222,0.1389,Notafly,328202883,2,0,8,0,0.0,inf,19.0,0.0,23160.0,345.0
http://en.wikipedia.org/w/index.php?diff=328602420&oldid=328601915,2009-11-29T16:12:35Z,/* Statistical information */,2009 ATP World Tour,20263,327988384,1.1553,0.1362,0.1579,0.1062,0.1184,SockPuppetForTomruen,328754429,34,0,22,0,0.0,inf,9.0,0.0,211874.0,3329.0
http://en.wikipedia.org/w/index.php?diff=329628707&oldid=329555622,2009-12-04T07:55:53Z,Restore correct DEFAULTSORT. Please see [[WP:MCSTJR]].,Patrick McWilliams,6996,329558880,1.1371,0.0486,0.0881,0.0598,0.0637,Resident Mario,329786361,123,0,2,1,0.0,inf,82.0,0.0,10321.0,720.0
http://en.wikipedia.org/w/index.php?diff=328432358&oldid=328395730,2009-11-28T19:38:15Z,/* References */ add defaultsort,2009 WAFU Club Championship,18891,328056474,1.0821,0.0773,0.1202,0.0827,0.0901,92.9.61.139,329299973,2,0,28,1,0.0,inf,2.0,0.0,5270.0,237.0
http://en.wikipedia.org/w/index.php?diff=328014784&oldid=328014451,2009-11-26T09:13:26Z,/* All-Ireland Senior Hurling Finals */,All-Ireland Hurling Final,33105,329097965,1.1007,0.0166,0.0379,0.0415,0.0432,JForget,329097997,28,0,126,0,0.0,inf,15.0,0.0,43120.0,667.0
http://en.wikipedia.org/w/index.php?diff=328690112&oldid=328585815,2009-11-29T23:55:02Z,"[[wp:overlink]], dates, ce",Lloyds Banking Group,8000,327426189,1.129,0.0499,0.1203,0.1025,0.1142,Sepulwiki,327433703,0,0,0,0,0.0,0.0,0.0,0.0,51755.0,5083.0
http://en.wikipedia.org/w/index.php?diff=329190102&oldid=312290422,2009-12-02T05:24:40Z,Replaced dash by n-dash at the vital dates,Andrés Reggio,32331,322725708,1.1426,0.0088,0.0277,0.0421,0.0439,Andrés Santiago Pérez-Bergquist,327904155,5,0,121,1,0.023809524,0.18822545,17.0,0.0,1875.0,228.0
http://en.wikipedia.org/w/index.php?diff=329029909&oldid=328975135,2009-12-01T13:46:50Z,,2009 SEC Championship Game,24617,324931776,1.1254,0.0357,0.0684,0.1099,0.1234,Rursus,327092804,1,0,19,0,0.0,8.77e-05,14.0,0.0,8259.0,439.0
http://en.wikipedia.org/w/index.php?diff=327496714&oldid=327495475,2009-11-23T16:49:45Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/90.192.112.22|90.192.112.22]] ([[User talk:90.192.112.22|talk]]) to last version by Tom harrison,Natural environment,29187,260716235,1.1195,0.0729,0.2229,0.2147,0.2727,84.196.58.143,327761340,18,0,0,1,0.0,inf,18.0,0.0,49481.0,5269.0
