"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
475395,"Zsero",326789739,326811825,"http://en.wikipedia.org/w/index.php?diff=326811825&oldid=326789739","regular",3,3,"2009-11-19T22:09:36Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/69.147.39.19|69.147.39.19]] ([[User talk:69.147.39.19|talk]]) to last version by Bachrach44",13873,"Halakha"
475397,"68.83.24.120",326855325,326931798,"http://en.wikipedia.org/w/index.php?diff=326931798&oldid=326855325","regular",27,33,"2009-11-20T14:34:40Z","/* Bone */",17369184,"List of Warriors characters"
475398,"190.216.166.203",326923098,326923731,"http://en.wikipedia.org/w/index.php?diff=326923731&oldid=326923098","regular",3,3,"2009-11-20T13:28:32Z","/* Other members */",24081856,"List of Kamen Rider Decade characters in the New Worlds"
475399,"Simonic marko",324867253,326787045,"http://en.wikipedia.org/w/index.php?diff=326787045&oldid=324867253","regular",3,3,"2009-11-19T19:52:54Z",,5964822,"Milivoje Novakovič"
475400,"Hrdinský",311686940,326562961,"http://en.wikipedia.org/w/index.php?diff=326562961&oldid=311686940","regular",8,9,"2009-11-18T17:00:24Z","/* Arrangements and transcriptions */ Willy Burmester",83417,"Lionel Tertis"
475442,"99.226.145.51",326841853,326841974,"http://en.wikipedia.org/w/index.php?diff=326841974&oldid=326841853","regular",3,3,"2009-11-20T01:05:35Z",,23622741,"Final Resolution (2009)"
475443,"QuasyBoy",326788257,326807964,"http://en.wikipedia.org/w/index.php?diff=326807964&oldid=326788257","regular",3,3,"2009-11-19T21:49:58Z",,23805906,"The Time of Our Lives (EP)"
475445,"Lmattey",326827611,326827724,"http://en.wikipedia.org/w/index.php?diff=326827724&oldid=326827611","regular",3,3,"2009-11-19T23:36:24Z",,25138902,"Economy.com"
475446,"Singularity42",326833991,326836016,"http://en.wikipedia.org/w/index.php?diff=326836016&oldid=326833991","regular",3,3,"2009-11-20T00:28:43Z","tagged and stub",25139237,"Metro (restaurant chain)"
475447,"194.81.55.34",326790013,326929207,"http://en.wikipedia.org/w/index.php?diff=326929207&oldid=326790013","vandalism",9,9,"2009-11-20T14:14:45Z",,4313427,"Chislehurst and Sidcup Grammar School"
475448,"LilHelpa",308973414,326861364,"http://en.wikipedia.org/w/index.php?diff=326861364&oldid=308973414","regular",3,3,"2009-11-20T03:17:28Z","[[WP:AWB/T|Typo fixing]] and general fixes using [[Project:AutoWikiBrowser|AWB]]",1252463,"Marmora, Ontario"
475449,"86.8.223.85",326542369,326808860,"http://en.wikipedia.org/w/index.php?diff=326808860&oldid=326542369","regular",3,3,"2009-11-19T21:54:44Z",,1073488,"Children in Need"
475450,"Sssoul",326848948,326931323,"http://en.wikipedia.org/w/index.php?diff=326931323&oldid=326848948","regular",3,3,"2009-11-20T14:31:08Z","[[WP:UNDO|Undid]] revision 326848948 by [[Special:Contributions/Saxweb|Saxweb]] ([[User talk:Saxweb|talk]]) - spammy-looking link",25412,"Rock and roll"
475521,"Jayebook",326828026,326828117,"http://en.wikipedia.org/w/index.php?diff=326828117&oldid=326828026","regular",3,3,"2009-11-19T23:38:37Z","/* History */",26409901,"Lincoln High School (Tallahassee, Florida)"
475523,"93.151.244.252",326907358,326924062,"http://en.wikipedia.org/w/index.php?diff=326924062&oldid=326907358","regular",3,3,"2009-11-20T13:31:05Z","ridiculous as always",21788599,"Broken-Hearted Girl"
475524,"Darthmix",326803466,326809505,"http://en.wikipedia.org/w/index.php?diff=326809505&oldid=326803466","regular",10,16,"2009-11-19T21:58:07Z","[[WP:UNDO|Undid]] revision 326803466 by [[Special:Contributions/TH322|TH322]] ([[User talk:TH322|talk]])",2077264,"Elephant joke"
475525,"NovaSkola",326554239,326555707,"http://en.wikipedia.org/w/index.php?diff=326555707&oldid=326554239","regular",3,3,"2009-11-18T16:17:13Z",,23696601,"Araz Naxçivan"
475527,"Alex vergin",326834036,326834556,"http://en.wikipedia.org/w/index.php?diff=326834556&oldid=326834036","regular",7,9,"2009-11-20T00:18:59Z",,25127718,"William Elliott Butler"
475528,"192.104.181.229",326108177,326802342,"http://en.wikipedia.org/w/index.php?diff=326802342&oldid=326108177","regular",3,3,"2009-11-19T21:17:54Z","/* Plot */",70647,"Guess Whos Coming to Dinner"
475529,"119.154.4.92",324243569,326884706,"http://en.wikipedia.org/w/index.php?diff=326884706&oldid=324243569","regular",10,18,"2009-11-20T06:31:48Z","/* History */",18082540,"Kabirwala Tehsil"
475530,"Tide rolls",326879371,326879402,"http://en.wikipedia.org/w/index.php?diff=326879402&oldid=326879371","regular",3,3,"2009-11-20T05:35:14Z","Reverted edits by [[Special:Contributions/24.63.201.124|24.63.201.124]] to last revision by Punkishlyevil ([[WP:HG|HG]])",6022542,"Beatle Bob"
475551,"Astronaut",326782891,326790359,"http://en.wikipedia.org/w/index.php?diff=326790359&oldid=326782891","regular",3,3,"2009-11-19T20:11:54Z","move much of the X-ray optics section to the [[X-ray optics]] article",3801543,"X-ray telescope"
475553,"SebastianPDX",326848653,326848902,"http://en.wikipedia.org/w/index.php?diff=326848902&oldid=326848653","regular",3,3,"2009-11-20T01:50:19Z","/* Forging and construction */",14715409,"Katana"
475554,"Peter Horn",326851225,326851870,"http://en.wikipedia.org/w/index.php?diff=326851870&oldid=326851225","regular",3,3,"2009-11-20T02:11:14Z","/* Epilogue */ [[standard gauge]], [[metre gauge]] was standard gauge,  metric line",370703,"American Locomotive Company"
475555,"1111tomica",325399766,326816443,"http://en.wikipedia.org/w/index.php?diff=326816443&oldid=325399766","regular",8,9,"2009-11-19T22:34:06Z","/* Macedonia */",600299,"List of places named after Josip Broz Tito"
475556,"Suffusion of Yellow",326893495,326893581,"http://en.wikipedia.org/w/index.php?diff=326893581&oldid=326893495","regular",3,3,"2009-11-20T08:17:02Z","[[WP:UNDO|Undid]] revision 326344430 by [[Special:Contributions/69.74.46.2|69.74.46.2]] ([[User talk:69.74.46.2|talk]])",27412358,"Barney Stinson"
475557,"Sigep 252",324231414,326787833,"http://en.wikipedia.org/w/index.php?diff=326787833&oldid=324231414","regular",8,9,"2009-11-19T19:57:51Z","/* References */",1937067,"Resch Center"
475558,"69.171.160.98",326853592,326853736,"http://en.wikipedia.org/w/index.php?diff=326853736&oldid=326853592","vandalism",19,21,"2009-11-20T02:24:05Z","/* Track Listing */",24813873,"No Ceilings"
475560,"121.214.180.1",326889808,326889846,"http://en.wikipedia.org/w/index.php?diff=326889846&oldid=326889808","vandalism",9,9,"2009-11-20T07:29:53Z","/* Early development */",36808,"Heart"
475641,"HamburgerRadio",326917613,326917715,"http://en.wikipedia.org/w/index.php?diff=326917715&oldid=326917613","regular",3,3,"2009-11-20T12:28:44Z","Reverted edits by [[Special:Contributions/200.3.177.41|200.3.177.41]] to last revision by CambridgeBayWeather ([[WP:HG|HG]])",32374,"Venezuela"
475642,"Drsjpdc",326856657,326857275,"http://en.wikipedia.org/w/index.php?diff=326857275&oldid=326856657","regular",3,3,"2009-11-20T02:47:45Z","[[WP:UNDO|Undid]] revision 326856657 by [[Special:Contributions/Drsjpdc|Drsjpdc]] ([[User talk:Drsjpdc|talk]])",25104920,"Mike Reed (chiropractor)"
475643,"Good Olfactory",326745745,326805070,"http://en.wikipedia.org/w/index.php?diff=326805070&oldid=326745745","regular",3,3,"2009-11-19T21:34:10Z","Removed category [[:Category:Miami Dolphins culture and lore|Miami Dolphins culture and lore]]; Quick-adding category [[:Category:Miami Dolphins|Miami Dolphins]] (using [[WP:HOTCAT|HotCat]])",9866897,"Dolphins–Jets rivalry"
475645,"91.106.154.27",324461891,326916317,"http://en.wikipedia.org/w/index.php?diff=326916317&oldid=324461891","regular",3,3,"2009-11-20T12:13:05Z","/* External links */",25686223,"Symbian"
475646,"66.203.25.59",326743235,326743400,"http://en.wikipedia.org/w/index.php?diff=326743400&oldid=326743235","vandalism",9,9,"2009-11-19T15:27:34Z","/* Definition */",18984,"Mongols"
475647,"Stormedelf",317633708,326898445,"http://en.wikipedia.org/w/index.php?diff=326898445&oldid=317633708","regular",8,9,"2009-11-20T09:15:22Z",,14199596,"Hong Kong films of 2008"
475648,"Steamybrian2",326783103,326783490,"http://en.wikipedia.org/w/index.php?diff=326783490&oldid=326783103","regular",3,3,"2009-11-19T19:33:40Z",,1639896,"Epsom Downs railway station"
475650,"89.132.130.94",324325039,326908649,"http://en.wikipedia.org/w/index.php?diff=326908649&oldid=324325039","regular",3,3,"2009-11-20T10:59:06Z",,2509673,"Bartolomé de Torres Naharro"
475711,"Rich Farmbrough",326440332,326913365,"http://en.wikipedia.org/w/index.php?diff=326913365&oldid=326440332","regular",3,3,"2009-11-20T11:43:58Z","GF using [[Project:AutoWikiBrowser|AWB]]",54705,"Willie Rushton"
475712,"98.21.131.15",326825969,326842658,"http://en.wikipedia.org/w/index.php?diff=326842658&oldid=326825969","vandalism",9,9,"2009-11-20T01:09:48Z","/* Industrialization and immigration */",104697,"Midwestern United States"
475713,"Jusdafax",326737776,326737808,"http://en.wikipedia.org/w/index.php?diff=326737808&oldid=326737776","regular",3,3,"2009-11-19T14:47:04Z","Reverted edits by [[Special:Contributions/83.248.112.3|83.248.112.3]] to last revision by Huaiwei ([[WP:HG|HG]])",347422,"Republika Srpska"
475715,"Sift&Winnow",326797574,326812982,"http://en.wikipedia.org/w/index.php?diff=326812982&oldid=326797574","regular",3,3,"2009-11-19T22:15:52Z","rv vandalism",18505898,"Green Bay Southwest High School"
475716,"Zscout370",323270855,326887237,"http://en.wikipedia.org/w/index.php?diff=326887237&oldid=323270855","regular",3,3,"2009-11-20T07:01:20Z","clean up, Replaced: Image: → File: (6), using [[Project:AutoWikiBrowser|AWB]]",47277,"Pannonia"
475717,"Cigraphix",326920441,326932543,"http://en.wikipedia.org/w/index.php?diff=326932543&oldid=326920441","regular",7,9,"2009-11-20T14:40:20Z","[[WP:UNDO|Undid]] revision 326920441 by [[Special:Contributions/117.0.151.61|117.0.151.61]] ([[User talk:117.0.151.61|talk]]) not recurring game characters - this list is about the games",3410343,"List of Sonic the Hedgehog video game characters"
475719,"Mendle44",319102916,326775664,"http://en.wikipedia.org/w/index.php?diff=326775664&oldid=319102916","regular",3,3,"2009-11-19T18:48:59Z",,4249845,"Cosmic Gate"
475720,"BMRR",326538536,326554179,"http://en.wikipedia.org/w/index.php?diff=326554179&oldid=326538536","regular",3,3,"2009-11-18T16:08:22Z","needs better refs; minor cleanup",859449,"Hot toddy"
475763,"CPES",326801289,326801842,"http://en.wikipedia.org/w/index.php?diff=326801842&oldid=326801289","regular",3,3,"2009-11-19T21:14:57Z","/* Hand grenade */ typo",8961317,"Assassination of Archduke Franz Ferdinand of Austria"
475764,"PBSwiki",307805391,326781041,"http://en.wikipedia.org/w/index.php?diff=326781041&oldid=307805391","vandalism",11,14,"2009-11-19T19:19:54Z","First addition of Holy Trinity Church",3141711,"Anslow"
475765,"DerbyCountyinNZ",326711473,326787575,"http://en.wikipedia.org/w/index.php?diff=326787575&oldid=326711473","regular",3,3,"2009-11-19T19:56:18Z","/* Medals by Summer Games */ Correction",13588886,"New Zealand at the Olympics"
475766,"24.32.94.138",326831398,326864565,"http://en.wikipedia.org/w/index.php?diff=326864565&oldid=326831398","vandalism",12,21,"2009-11-20T03:38:24Z","PC version of Assassins Creed 2 has 09 release date",19713469,"2010 in video gaming"
475768,"Tide rolls",326876468,326876665,"http://en.wikipedia.org/w/index.php?diff=326876665&oldid=326876468","regular",3,3,"2009-11-20T05:11:47Z","Reverted edits by [[Special:Contributions/68.151.97.60|68.151.97.60]] to last revision by Mindmatrix ([[WP:HG|HG]])",25431,"Russian language"
475769,"Updatehelper",326024207,326815282,"http://en.wikipedia.org/w/index.php?diff=326815282&oldid=326024207","regular",7,9,"2009-11-19T22:28:03Z","/* References */Original geocities.com/...  weblink is gone but has been mirrored & archived in october 2009. For any issue contact oocities AT googlemail DOT co using [[Project:AutoWikiBrowser|AWB]]",5171318,"Sassi Punnun"
475770,"189.236.0.70",326828640,326828935,"http://en.wikipedia.org/w/index.php?diff=326828935&oldid=326828640","regular",7,9,"2009-11-19T23:43:14Z",,18055005,"Hannah Montana (season 3)"
475812,"Siquisloco",325817363,326797181,"http://en.wikipedia.org/w/index.php?diff=326797181&oldid=325817363","regular",3,3,"2009-11-19T20:48:17Z",,24860748,"Imagínate"
475813,"72.223.84.45",326061769,326809731,"http://en.wikipedia.org/w/index.php?diff=326809731&oldid=326061769","regular",3,3,"2009-11-19T21:59:09Z","udated information",331205,"Tim Wakefield"
475814,"ChildofMidnight",325139494,326904269,"http://en.wikipedia.org/w/index.php?diff=326904269&oldid=325139494","regular",3,3,"2009-11-20T10:16:22Z","tweak",1573938,"Whoopie pie"
475816,"213.129.141.164",326160663,326846418,"http://en.wikipedia.org/w/index.php?diff=326846418&oldid=326160663","regular",3,3,"2009-11-20T01:33:19Z",,50073,"Chemical warfare"
475817,"Hammersoft",326315350,326930879,"http://en.wikipedia.org/w/index.php?diff=326930879&oldid=326315350","regular",8,9,"2009-11-20T14:27:45Z","Not the teams logo in this year, and anyway this image use does not comply with [[WP:NFCC]] #10c and MUST be removed until it does. Thank you.",25098780,"1911 Nebraska Cornhuskers football team"
475818,"NE2",326527533,326821185,"http://en.wikipedia.org/w/index.php?diff=326821185&oldid=326527533","regular",3,3,"2009-11-19T22:58:45Z","Improved the I-376 Business reference.",862530,"Interstate 376"
475819,"59.182.28.143",326563172,326563266,"http://en.wikipedia.org/w/index.php?diff=326563266&oldid=326563172","regular",3,3,"2009-11-18T17:02:08Z","/* Trade */ template",21670823,"Economy of India under Company rule"
475820,"98.176.134.207",326846951,326868438,"http://en.wikipedia.org/w/index.php?diff=326868438&oldid=326846951","vandalism",16,21,"2009-11-20T04:03:21Z",,41953,"Bohemian Rhapsody"
475872,"203.214.111.137",320401878,326904428,"http://en.wikipedia.org/w/index.php?diff=326904428&oldid=320401878","regular",3,3,"2009-11-20T10:18:00Z",,15022034,"Mulgara (software)"
475873,"216.164.128.152",324739075,326849600,"http://en.wikipedia.org/w/index.php?diff=326849600&oldid=324739075","regular",3,3,"2009-11-20T01:55:15Z",,23267654,"We Are the Fallen"
475874,"Rich Farmbrough",326500906,326913100,"http://en.wikipedia.org/w/index.php?diff=326913100&oldid=326500906","regular",3,3,"2009-11-20T11:41:27Z","/* Combat history */GF using [[Project:AutoWikiBrowser|AWB]]",56216,"Technical (vehicle)"
475875,"HornColumbia",326875978,326882509,"http://en.wikipedia.org/w/index.php?diff=326882509&oldid=326875978","regular",3,3,"2009-11-20T06:08:16Z","added coach photo",17696727,"1907–08 Missouri Tigers mens basketball team"
475877,"68.225.76.199",326813682,326821021,"http://en.wikipedia.org/w/index.php?diff=326821021&oldid=326813682","regular",7,9,"2009-11-19T22:57:49Z","/* Influence of European Romanticism on American writers */",26094,"Romanticism"
475878,"Derfugu",315800217,326928013,"http://en.wikipedia.org/w/index.php?diff=326928013&oldid=315800217","regular",3,3,"2009-11-20T14:05:14Z","/* Second moment */",3973645,"Taylor expansions for the moments of functions of random variables"
475879,"Mbinebri",319380310,326554790,"http://en.wikipedia.org/w/index.php?diff=326554790&oldid=319380310","regular",3,3,"2009-11-18T16:12:02Z","Bit of NPOV; tweak",23973299,"Ameer Zeb Khan"
475880,"99.16.197.137",320759607,326839616,"http://en.wikipedia.org/w/index.php?diff=326839616&oldid=320759607","regular",12,22,"2009-11-20T00:49:42Z",,2596218,"Chickenlover"
475911,"Csonkagi",326900381,326900784,"http://en.wikipedia.org/w/index.php?diff=326900784&oldid=326900381","regular",3,3,"2009-11-20T09:40:55Z","/* Description */",254510,"Galvanic cell"
475912,"Dmforcier",326799819,326800911,"http://en.wikipedia.org/w/index.php?diff=326800911&oldid=326799819","regular",3,3,"2009-11-19T21:09:37Z","/* History */  There are two Cherry Comics web sites, one current.",958223,"Cherry (comics)"
475913,"122.168.44.42",326910424,326919687,"http://en.wikipedia.org/w/index.php?diff=326919687&oldid=326910424","vandalism",19,21,"2009-11-20T12:50:33Z","/* Introduction */",4122592,"Computer network"
475914,"82.39.105.33",326433661,326564190,"http://en.wikipedia.org/w/index.php?diff=326564190&oldid=326433661","regular",3,3,"2009-11-18T17:07:31Z","/* Personal life */",4450803,"Sherri Shepherd"
475916,"Graham87",326833440,326898494,"http://en.wikipedia.org/w/index.php?diff=326898494&oldid=326833440","regular",3,3,"2009-11-20T09:15:49Z","/* Climate */ copyedit",17306237,"Melbourne"
475918,"189.159.128.71",326805649,326883897,"http://en.wikipedia.org/w/index.php?diff=326883897&oldid=326805649","regular",3,3,"2009-11-20T06:22:38Z",,1430549,"Olga Constantinovna of Russia"
475919,"Jakster 7777777",326793344,326793519,"http://en.wikipedia.org/w/index.php?diff=326793519&oldid=326793344","vandalism",9,9,"2009-11-19T20:28:07Z","/* Plot Summary */",562456,"The Outsiders (novel)"
475920,"Weijunsyu",326815604,326816359,"http://en.wikipedia.org/w/index.php?diff=326816359&oldid=326815604","vandalism",9,9,"2009-11-19T22:33:39Z",,5314,"Charlemagne"
475981,"WikHead",326741461,326743022,"http://en.wikipedia.org/w/index.php?diff=326743022&oldid=326741461","regular",3,3,"2009-11-19T15:24:54Z","Disambiguate music genres in infobox",25133755,"Mellow (band)"
475982,"Ureinwohner",324433950,326923160,"http://en.wikipedia.org/w/index.php?diff=326923160&oldid=324433950","regular",8,9,"2009-11-20T13:23:06Z","/* Montreal Impact */ or 2?",5012846,"Adam Braz"
475983,"70.72.214.146",326835963,326836950,"http://en.wikipedia.org/w/index.php?diff=326836950&oldid=326835963","regular",8,9,"2009-11-20T00:35:06Z","games played, wins losses, minutes, shutouts and goals against average",7682849,"Curtis McElhinney"
475984,"Hchampoux",326564641,326813599,"http://en.wikipedia.org/w/index.php?diff=326813599&oldid=326564641","regular",3,3,"2009-11-19T22:18:49Z","added epm live",2265048,"Comparison of project management software"
475985,"128.151.39.159",321133249,326818372,"http://en.wikipedia.org/w/index.php?diff=326818372&oldid=321133249","regular",3,3,"2009-11-19T22:44:03Z",,1774422,"Intermembrane space"
475988,"LilHelpa",316685213,326862492,"http://en.wikipedia.org/w/index.php?diff=326862492&oldid=316685213","regular",3,3,"2009-11-20T03:25:57Z","[[WP:AWB/T|Typo fixing]] and general fixes using [[Project:AutoWikiBrowser|AWB]]",2891774,"Pink Pigeon"
475989,"RazorChicken",325089440,326791781,"http://en.wikipedia.org/w/index.php?diff=326791781&oldid=325089440","regular",3,3,"2009-11-19T20:19:20Z",,442916,"Avian influenza"
475990,"Reidgj",325963001,326851559,"http://en.wikipedia.org/w/index.php?diff=326851559&oldid=325963001","regular",3,3,"2009-11-20T02:08:55Z",,6357932,"List of Olympic medalists in field hockey"
476021,"Zanze123",326851251,326851361,"http://en.wikipedia.org/w/index.php?diff=326851361&oldid=326851251","regular",3,3,"2009-11-20T02:07:11Z","/* Klima Macht Geschichte, 2000 */",649928,"Kenneth Hsu"
476022,"68.18.66.102",326640944,326804342,"http://en.wikipedia.org/w/index.php?diff=326804342&oldid=326640944","vandalism",18,21,"2009-11-19T21:29:34Z",,378464,"Azrael"
476023,"Canseco",326883098,326892108,"http://en.wikipedia.org/w/index.php?diff=326892108&oldid=326883098","regular",3,3,"2009-11-20T07:59:07Z",,25136152,"Canseco (band)"
476024,"173.23.19.98",326707232,326873364,"http://en.wikipedia.org/w/index.php?diff=326873364&oldid=326707232","vandalism",9,9,"2009-11-20T04:43:38Z","/* Evolutionary history */",6621,"Cnidaria"
476026,"Rick570",326813029,326813323,"http://en.wikipedia.org/w/index.php?diff=326813323&oldid=326813029","regular",3,3,"2009-11-19T22:17:33Z","/* The first year */",6064942,"St Peters College, Auckland"
476027,"77.99.221.204",326559373,326836385,"http://en.wikipedia.org/w/index.php?diff=326836385&oldid=326559373","regular",3,3,"2009-11-20T00:31:10Z",,5209322,"Billie Jackson"
476028,"80.5.62.239",326410768,326882743,"http://en.wikipedia.org/w/index.php?diff=326882743&oldid=326410768","regular",3,3,"2009-11-20T06:10:31Z","/* Selected TV, film and radio */",908653,"Graham Fellows"
476029,"BrownHairedGirl",291691685,326850105,"http://en.wikipedia.org/w/index.php?diff=326850105&oldid=291691685","regular",3,3,"2009-11-20T01:58:11Z","Removed category [[:Category:Politics of Cheshire|Politics of Cheshire]]; Quick-adding category [[:Category:Elections in Cheshire|Elections in Cheshire]] (using [[WP:HOTCAT|HotCat]])",9422686,"Altrincham by-election, 1933"
476061,"Wordpainter2416",326580086,326742201,"http://en.wikipedia.org/w/index.php?diff=326742201&oldid=326580086","regular",3,3,"2009-11-19T15:18:36Z","/* References */",10823,"Frédéric Chopin"
476062,"124.56.41.222",320342674,326906972,"http://en.wikipedia.org/w/index.php?diff=326906972&oldid=320342674","vandalism",9,16,"2009-11-20T10:42:52Z",,3160714,"Teratornithidae"
476063,"Gh87",324153802,326842521,"http://en.wikipedia.org/w/index.php?diff=326842521&oldid=324153802","regular",3,3,"2009-11-20T01:09:13Z","the discount cards are already expired",10294603,"Coupon-eligible converter box"
476064,"122.111.135.79",326360982,326917241,"http://en.wikipedia.org/w/index.php?diff=326917241&oldid=326360982","regular",3,3,"2009-11-20T12:24:02Z","/* Plot */",2650488,"Fear of Flying (The Simpsons)"
476065,"74.35.241.214",326181529,326874324,"http://en.wikipedia.org/w/index.php?diff=326874324&oldid=326181529","regular",3,3,"2009-11-20T04:51:52Z",,81114,"Super Mario World"
476067,"Hapsala",326834193,326836200,"http://en.wikipedia.org/w/index.php?diff=326836200&oldid=326834193","regular",3,3,"2009-11-20T00:29:56Z",,25139127,"Pierre de Boissieu"
476068,"Blaxthos",326851257,326851809,"http://en.wikipedia.org/w/index.php?diff=326851809&oldid=326851257","regular",3,3,"2009-11-20T02:10:47Z","Reverted edits by [[Special:Contributions/68.14.160.3|68.14.160.3]] to last revision by Zotdragon ([[WP:HG|HG]])",2273121,"Looking for Alaska"
476070,"Piano non troppo",326900495,326900572,"http://en.wikipedia.org/w/index.php?diff=326900572&oldid=326900495","regular",3,3,"2009-11-20T09:38:57Z","Reverted edits by [[Special:Contributions/87.36.4.7|87.36.4.7]] ([[User talk:87.36.4.7|talk]]) using [[User:MichaelBillington/MWT|MWT]]",1529951,"Paul McShane (Irish footballer)"
476111,"174.59.87.182",323952843,326834388,"http://en.wikipedia.org/w/index.php?diff=326834388&oldid=323952843","regular",3,3,"2009-11-20T00:17:43Z",,10621181,"Joe Thurston"
476112,"Thegreyanomaly",326515773,326855182,"http://en.wikipedia.org/w/index.php?diff=326855182&oldid=326515773","regular",3,3,"2009-11-20T02:34:15Z","/* Casting */ there are two Asians in the film (Dev Patel and Aasif Mandvi)",16963505,"The Last Airbender"
476113,"98.228.239.144",326865727,326865922,"http://en.wikipedia.org/w/index.php?diff=326865922&oldid=326865727","regular",3,3,"2009-11-20T03:46:35Z","/* References */",3735720,"Trinity Evangelical Lutheran Church"
476114,"Melburnian",326900046,326910667,"http://en.wikipedia.org/w/index.php?diff=326910667&oldid=326900046","regular",13,19,"2009-11-20T11:17:59Z","redirect",25142975,"Stackhousia gunnii"
476115,"Ravosavo",326828198,326828384,"http://en.wikipedia.org/w/index.php?diff=326828384&oldid=326828198","regular",3,3,"2009-11-19T23:39:58Z",,25138912,"Antero Reservoir"
476117,"Lemonjuicer",326820228,326821298,"http://en.wikipedia.org/w/index.php?diff=326821298&oldid=326820228","regular",3,3,"2009-11-19T22:59:23Z","Quick-adding category [[:Category:Motherhood|Motherhood]] (using [[WP:HOTCAT|HotCat]])",24961590,"Superwoman (sociology)"
476118,"Jengod",326903895,326903939,"http://en.wikipedia.org/w/index.php?diff=326903939&oldid=326903895","regular",3,3,"2009-11-20T10:13:07Z","/* Recent history */",21076784,"Santa Catalina Island, California"
476119,"Tetracube",326828990,326834038,"http://en.wikipedia.org/w/index.php?diff=326834038&oldid=326828990","regular",3,3,"2009-11-20T00:15:22Z","Reverted 1 edit by [[Special:Contributions/68.195.54.212|68.195.54.212]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Fastily|Fastily]]. ([[WP:TW|TW]])",29954,"Topology"
476161,"EXCLEY",326872269,326872315,"http://en.wikipedia.org/w/index.php?diff=326872315&oldid=326872269","regular",3,3,"2009-11-20T04:34:59Z","/* Career summary */",74397,"Massive Attack"
476163,"96.2.125.5",326881495,326881653,"http://en.wikipedia.org/w/index.php?diff=326881653&oldid=326881495","regular",3,3,"2009-11-20T05:58:38Z",,6260,"Claude Debussy"
476164,"Lemonjuicer",326814432,326814563,"http://en.wikipedia.org/w/index.php?diff=326814563&oldid=326814432","regular",3,3,"2009-11-19T22:24:07Z","Quick-adding category [[:Category:Working time|Working time]] (using [[WP:HOTCAT|HotCat]])",24961590,"Superwoman (sociology)"
476166,"RazorChicken",325354887,326792113,"http://en.wikipedia.org/w/index.php?diff=326792113&oldid=325354887","regular",3,3,"2009-11-19T20:21:06Z",,885541,"Campylobacteriosis"
476167,"Ronny corral",326864138,326864880,"http://en.wikipedia.org/w/index.php?diff=326864880&oldid=326864138","regular",3,3,"2009-11-20T03:40:13Z",,2591077,"Collision course"
476168,"96.52.94.33",325037576,326826568,"http://en.wikipedia.org/w/index.php?diff=326826568&oldid=325037576","vandalism",9,9,"2009-11-19T23:29:38Z","/* Description */",21080545,"Golden toad"
476169,"JamesAM",323468103,326927606,"http://en.wikipedia.org/w/index.php?diff=326927606&oldid=323468103","regular",3,3,"2009-11-20T14:01:59Z","/* Miss Asia Pageant 2008 */ plural to singular; Repairing links to disambiguation pages - [[Wikipedia:Disambiguation pages with links|You can help!]]",23878511,"Lene Lai"
476170,"93.172.164.58",321572745,326852601,"http://en.wikipedia.org/w/index.php?diff=326852601&oldid=321572745","regular",3,3,"2009-11-20T02:16:35Z","/* Criticism of new airport security policies */",28051,"Airport security repercussions due to the September 11 attacks"
476191,"Mtndrums",326676026,326741943,"http://en.wikipedia.org/w/index.php?diff=326741943&oldid=326676026","regular",7,9,"2009-11-19T15:16:48Z","/* Announced 2010 expansion teams */",746584,"USL Premier Development League"
476193,"TheTito",324612566,326903320,"http://en.wikipedia.org/w/index.php?diff=326903320&oldid=324612566","regular",3,3,"2009-11-20T10:06:49Z","changing link away from redirect",508234,"Foramen"
476194,"Robertgreer",242512190,326782869,"http://en.wikipedia.org/w/index.php?diff=326782869&oldid=242512190","regular",7,9,"2009-11-19T19:30:25Z",,1886495,"Shubert Organization"
476196,"119.235.102.1",324432705,326865898,"http://en.wikipedia.org/w/index.php?diff=326865898&oldid=324432705","vandalism",12,21,"2009-11-20T03:46:26Z","/* RD2 (2000-2001) */",1857216,"Hyundai Coupe"
476197,"Teagansmyth",326448195,326839194,"http://en.wikipedia.org/w/index.php?diff=326839194&oldid=326448195","regular",3,3,"2009-11-20T00:47:01Z","/* History */",333058,"Doubleday (publisher)"
476198,"82.42.136.216",326264391,326831907,"http://en.wikipedia.org/w/index.php?diff=326831907&oldid=326264391","regular",3,3,"2009-11-20T00:00:03Z",,150183,"Eschede train disaster"
476199,"217.144.249.82",322369300,326916916,"http://en.wikipedia.org/w/index.php?diff=326916916&oldid=322369300","regular",7,9,"2009-11-20T12:20:04Z","added illustration",320393,"Sound symbolism"
476200,"70.222.123.213",326653844,326808728,"http://en.wikipedia.org/w/index.php?diff=326808728&oldid=326653844","regular",3,3,"2009-11-19T21:54:06Z","/* Video and audio links */",25671,"Ralph Nader"
476261,"82.5.59.80",326897428,326897642,"http://en.wikipedia.org/w/index.php?diff=326897642&oldid=326897428","regular",3,3,"2009-11-20T09:05:15Z",,3749048,"Long Eaton United F.C."
476262,"ProfReader",326869262,326869470,"http://en.wikipedia.org/w/index.php?diff=326869470&oldid=326869262","regular",3,3,"2009-11-20T04:11:27Z","/* Football */",3088410,"List of College of William & Mary alumni"
