editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,size,word_count,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words,articleid,articletitle
48046,754904555,1.1739,0.0286,0.0571,0.3235,0.4583,PPEMES,754971144,4,233443.0,24074.0,0,177,0,0.0,11,0.0,1254032,Bloom
51613,763075987,1.1267,0.0185,0.036000000000000004,0.0765,0.0828,Xx236,845384671,162,1627.0,153.0,0,20,0,0.0,162,0.0,25170843,Nashville School of the Arts
50465,765357681,1.1311,0.0479,0.0795,0.09,0.0988,TiWash,788935649,0,4267.0,354.0,0,7,0,0.0,0,0.0,14027001,Rich Newey
50902,772907823,1.1307,0.0284,0.1065,0.0698,0.075,Illegitimate Barrister,820532391,7,2374.0,41.0,0,203,1,0.0,17,0.0,1457620,WCIU-TV
49754,812072133,1.1311,0.1233,0.1499,0.1573,0.1866,BD2412,818969946,1,10820.0,231.0,0,116,0,0.0,20,0.0,16466465,5411 Liia
50705,822366982,1.1307,0.0408,0.0777,0.085,0.0929,IntoThinAir,885819516,35,3730.0,320.0,0,27,0,0.0,17,0.0,52397875,Ronaldo
52114,828481785,1.2022,0.0028,0.0358,0.0541,0.0571,Bot1058,933008913,0,69755.0,6572.0,0,91,0,0.0,0,0.0,149969,Popular psychology
48552,830874426,1.1367,0.0313,0.076,0.0531,0.0561,Ser Amantio di Nicolao,837945391,0,16632.0,1623.0,0,73,1,0.0,0,0.0,16469040,12106 Menghuan
47018,851026289,1.1286,0.06,0.1114,0.0612,0.0652,Auric,851026358,1,7708.0,826.0,1,16,0,0.004310344827586207,129,0.0,5999661,James Obiorah
52143,852714191,1.1225,0.0296,0.0468,0.0747,0.0807,InternetArchiveBot,945658278,45,7475.0,958.0,1,127,0,0.017857142857142856,69,0.0,54154934,Rock-paper-scissors
50907,874889116,1.1312,0.0459,0.0947,0.0773,0.0837,Certes,882557307,17,18818.0,1915.0,0,138,0,0.0,16,0.0,304736,Marsh Arabs
47909,881573425,1.1244,0.0407,0.0578,0.0818,0.0891,115.132.168.206,919743915,10,3732.0,331.0,0,0,1,0.0,5,0.0,937943,LBC 97.3
51465,916224245,1.122,0.0284,0.0661,0.1074,0.1203,Lawnmower Manslave,919620630,9,9714.0,816.0,0,10,1,0.0,68,0.0,7446395,The Loop (CTA)
50189,919298860,1.1337,0.04,0.0741,0.0618,0.0659,Onel5969,930412629,18,23509.0,3080.0,1,57,0,0.054054054054054064,24,0.0,25199628,Nong Samet Refugee Camp
48975,927243608,1.1479,0.1214,0.1613,0.1077,0.1207,Drovethrughosts,927342726,323,7117.0,2963.0,0,0,0,0.0,38,0.0,421664,D. B. Sweeney
46464,928125986,1.1413,0.125,0.1823,0.0893,0.098,Sabbatino,948374685,11,16149.0,1216.0,0,6,0,0.0,19,0.0,589920,Sanskrit literature
48605,929113702,1.1381,0.0706,0.1248,0.0856,0.0936,Orphan Wiki,929363893,76,16518.0,1161.0,0,174,1,0.0,17,0.0,84089,Mandala
49888,937073813,1.1173,0.1104,0.2106,0.1319,0.1519,61.18.240.37,947468296,0,5847.0,532.0,0,31,1,0.0,34,0.0,1553897,415 Palatia
50970,938402098,1.0784,0.0758,0.1253,0.0627,0.0669,Dorsetonian,938402278,273,31635.0,3261.0,0,161,0,0.0,40,0.0,412809,Endometrial cancer
47122,943501373,1.1420000000000001,0.0755,0.134,0.0616,0.0657,Maher-shalal-hashbaz,943918076,7,68032.0,6078.0,1,175,1,0.037383177570093455,17,0.0,487732,Frank Welker
49541,945257174,1.1343,0.017,0.0434,0.0685,0.0736,205.200.214.102,945257720,64,11536.0,1442.0,0,10,1,0.0,21,0.0,397713,Darts
47229,946682200,1.0902,0.0551,0.0973,0.0528,0.0558,AGOoiu,946955060,5,45968.0,5538.0,0,0,0,0.0,23,0.0,14995351,Michael Jackson
47048,946939128,1.1544,0.0876,0.1589,0.0667,0.0714,Yay Dad,947215638,38,157767.0,13367.0,0,20,1,0.0,19,0.0,7164,Color temperature
49968,948062121,1.1421,0.1007,0.1683,0.1201,0.1365,Walter Görlitz,948105458,0,95175.0,5108.0,0,35,1,0.0,5,0.0,23650449,Laffer curve
64796,948062121,1.1421,0.1007,0.1683,0.1201,0.1365,Walter Görlitz,948105458,0,95175.0,5108.0,0,35,1,0.0,5,0.0,8609650,"Geilo Airport, Dagali"
51607,948088181,1.16,0.0318,0.067,0.0761,0.0824,2601:586:4100:3A50:5D33:CFD3:52D2:B2A8,948503168,0,85276.0,10160.0,0,0,1,0.0,25,0.0,102123,Wittenberg University
47774,948544088,1.1343,0.0582,0.124,0.0821,0.0894,80.41.230.115,948544880,68,33610.0,2755.0,0,27,1,0.0,87,0.0,705858,Chris Weitz
46749,948592757,1.1324,0.1195,0.1632,0.1017,0.1132,Montell 74,948715521,0,66144.0,1986.0,0,129,1,0.0,5,0.0,25216906,Milos Kostic
49147,948764602,1.1320000000000001,0.0399,0.1136,0.11599999999999999,0.1313,K1stommac,948764643,2,9785.0,1298.0,0,21,0,0.0,14,0.0,33504381,NBA records
46405,744405021,1.1844,0.0177,0.0442,0.1106,0.1237,LittleWink,744495597,29,15786.0,1259.0,1,87,0,0.047619047619047616,13,0.0,54301,Polycystic ovary syndrome
46761,892031357,1.1071,0.046,0.0683,0.057,0.0604,KIENGIR,892165998,22,2162.0,112.0,0,0,0,0.0,27,0.0,146062,Synchronicity
47344,904914721,1.1437,0.0484,0.0835,0.079,0.0858,DannyS712,940195367,30,11533.0,1323.0,1,66,0,0.017241379310344827,32,0.0,9583338,Impeachment of Andrew Johnson
51490,906751467,1.1223,0.0509,0.0953,0.0792,0.086,Monkbot,916872718,8,6959.0,562.0,1,169,0,0.013793103448275862,167,0.0,6209079,Ramones discography
49909,928383378,1.1447,0.0629,0.0798,0.0549,0.0581,Citation bot,930451396,8,62911.0,7441.0,0,231,1,0.0,110,0.0,149337,Shivaji
49744,934835729,1.1467,0.0148,0.0314,0.0255,0.0262,Eepino,939341482,377,70189.0,9261.0,0,14,0,0.0,72,0.0,23585360,"Columbia Central High School (Columbia, Tennessee)"
51686,935874703,1.143,0.0306,0.0516,0.039,0.0406,EEng,935875194,671,35959.0,4595.0,1,163,0,0.04,7,0.0,22364043,Live at 20000V 30 Sep 1995
51701,936088412,1.1321,0.0335,0.064,0.0839,0.0916,InternetArchiveBot,946612290,73,12748.0,1352.0,1,55,0,0.018518518518518517,73,0.0,37855657,Haplogroup R1a (Y-DNA)
46308,939299873,1.1354,0.0557,0.1402,0.1237,0.1411,PatTag2659,944856438,10,16386.0,883.0,0,9,0,0.0,10,0.0,43229492,David Gray (footballer born 1922)
50272,941062201,1.1305,0.05,0.0917,0.0741,0.08,MatthewHoobin,942316915,45,22956.0,2312.0,0,22,0,0.0,26,0.0,351617,Creation Records
51975,942220477,1.128,0.0698,0.125,0.0943,0.1041,Clarityfiend,944596435,0,8662.0,881.0,0,35,0,0.0,12,0.0,931153,Robert Bage
46024,945135453,1.1352,0.0665,0.1141,0.0788,0.0856,Tampabay721,945139409,1,114647.0,12238.0,0,116,0,0.0,10,0.0,14515037,Avianca Flight 4
46008,947439832,1.0967,0.0731,0.1382,0.0932,0.1028,Paul August,947440419,142,51788.0,5036.0,0,26,1,0.0,12,0.0,30704871,FIBA Asia Under-16 Championship for Women 2009
49983,948561135,1.1275,0.0492,0.08900000000000001,0.0794,0.0863,Gabe1972,949390527,15,38171.0,4014.0,1,68,0,0.013071895424836602,81,0.0,18111781,1982 Loft Law
47089,948587527,1.1236,0.0938,0.1752,0.0582,0.0618,89.211.247.221,948657385,115,155616.0,10364.0,0,151,1,0.0,29,0.0,2730731,Grand Palais
48234,378571302,1.1255,0.0739,0.1046,0.0759,0.0821,Ploversegg,378594939,95,93438.0,8613.0,0,93,0,0.0,28,0.0,8103439,Sparta Warriors
46439,410829106,1.1698,0.0167,0.0333,0.2203,0.2766,AvicBot,458302429,17,4892.0,121.0,0,52,0,0.0,9,0.0,7964497,List of Babylon 5 characters
66204,410829106,1.1698,0.0167,0.0333,0.2203,0.2766,AvicBot,458302429,17,4892.0,121.0,0,52,0,0.0,9,0.0,25234838,List of The Legend of Qin characters
48580,634052145,1.1635,0.0105,0.0316,0.1613,0.1899,AnomieBOT,778596458,35,66730.0,4045.0,0,123,0,0.0,18,0.0,2525617,Aaron Gillespie
48821,740691132,1.1221,0.0533,0.0844,0.0572,0.0606,Markussep,743648971,0,1669.0,113.0,0,6,0,0.0,14,0.0,23886923,Sarah Outen
49191,843820139,1.1316,0.0919,0.1108,0.0806,0.0876,Wgolf,901751764,71,1144.0,135.0,0,13,0,0.0,13,0.0,5750241,Ranger's Apprentice
49127,863462796,1.0829,0.0585,0.1133,0.0717,0.0772,2409:4056:2011:D1C5:4C20:1FD8:1D34:B0E7,904904267,1,21494.0,1628.0,0,0,1,0.0,11,0.0,50690241,List of Disney Channel Original Movies
47016,873637112,1.1286,0.0598,0.1115,0.0578,0.0614,Monkbot,904039147,2,7708.0,826.0,0,157,0,0.0,144,0.0,5999661,James Obiorah
51829,907566328,1.1332,0.044000000000000004,0.0623,0.0816,0.0888,Ngrewal1,911705361,30,4512.0,398.0,0,19,0,0.0,63,0.0,23710363,Energy and the environment
50198,915172062,1.1320000000000001,0.0457,0.0754,0.1018,0.1133,Monkbot,917799177,4,7652.0,775.0,1,175,0,0.3333333333333333,11,0.0,80207,Sodium chloride
46220,915597974,1.1102,0.0278,0.0973,0.0631,0.0673,InternetArchiveBot,931476510,71,9109.0,1077.0,1,67,0,0.025,66,0.0,12746,Generalization
48989,917147805,1.1216,0.0759,0.1229,0.0461,0.0483,Monkbot,933004536,3,6054.0,690.0,0,122,0,0.0,115,0.0,25019076,John E. Niederhuber
50288,931208189,1.1411,0.0388,0.0751,0.0525,0.0554,InternetArchiveBot,943822231,81,48043.0,5669.0,0,67,0,0.0,193,0.0,13386788,Go Go Power Rangers
51171,933270820,1.13,0.0688,0.10800000000000001,0.134,0.1546,Dmoore5556,933275749,5,7600.0,544.0,0,31,0,0.0,16,0.0,22463477,Dahil May Isang Ikaw
49818,940699566,1.0891,0.0442,0.08199999999999999,0.059000000000000004,0.0626,InternetArchiveBot,942299017,31,24891.0,3140.0,0,116,0,0.0,79,0.0,20083675,Z88 FEM software
47468,941575933,1.0987,0.0226,0.0401,0.0564,0.0598,Cote d'Azur,942058897,6,46928.0,5783.0,0,29,1,0.0,31,0.0,6535406,Richard Burton (Baltimore)
50763,942181219,1.1407,0.0854,0.1656,0.0872,0.0956,Malmmf,943104336,80,21875.0,1629.0,0,69,0,0.0,15,0.0,8795660,La Tache
51206,943600431,1.1424,0.1008,0.2035,0.0626,0.0668,GreenC bot,949174556,127,18702.0,761.0,1,86,1,0.009433962264150943,183,0.0,16444522,10763 Hlawka
49375,943877694,1.1112,0.0008,0.0424,0.0957,0.1058,Narky Blert,947448358,28,8944.0,1238.0,1,43,1,0.125,30,0.0,1324703,Oded Fehr
46930,947697889,1.1440000000000001,0.0689,0.1247,0.0537,0.0567,Manmountain08,947698288,0,82856.0,8888.0,0,14,0,0.0,12,0.0,21106534,Top Novices' Hurdle
47337,948322382,1.1215,0.0666,0.1256,0.0882,0.0967,FieldMarine,948673654,0,43788.0,4640.0,0,92,0,0.0,0,0.0,1021490,Super Freak
51708,948508383,1.1006,0.0971,0.142,0.0633,0.0676,GeoEvan,948734192,11,186433.0,17616.0,1,89,0,0.012345679012345678,56,0.0,4275498,Glenbard West High School
48470,948974895,1.1248,0.0605,0.1222,0.0731,0.0789,2600:6C44:567F:F97F:E1EF:6FE6:E883:5373,948974975,4,24685.0,2119.0,0,0,1,0.0,22,0.0,5552414,Dream a Dream
47556,949238456,1.1088,0.025,0.0485,0.0375,0.039,Gibranalnn,949238656,79,131079.0,16457.0,0,16,0,0.0,20,0.0,240339,Lucía Méndez
50328,949296671,1.1373,0.0768,0.1653,0.106,0.1185,Bibliomaniac15,949304746,17,12213.0,582.0,0,132,0,0.0,5,0.0,3214105,A Different Corner
49982,949390527,1.1275,0.0492,0.0891,0.0795,0.0863,126.224.125.47,949420843,55,38171.0,4014.0,0,20,1,0.0,21,0.0,18111781,1982 Loft Law
49336,949427794,1.1329,0.0224,0.0524,0.0754,0.0815,MrOllie,949429089,429,7192.0,700.0,0,141,0,0.0,106,0.0,14241038,Jessie Cave
48917,299858163,1.1428,0.0673,0.1026,0.1068,0.11900000000000001,Buckshot06,327264310,12,4818.0,195.0,0,11,0,0.0,9,0.0,11512180,Hi-5 (Australian TV series)
51005,353838914,1.1671,0.023,0.0442,0.0295,0.0304,RJFJR,447038802,26,687.0,88.0,0,33,0,0.0,0,0.0,246766,Trentino-Alto Adige/Südtirol
51453,377667404,1.1994,0.0435,0.087,0.5,0.9167,TheFarix,377721005,2,17908.0,2855.0,0,48,0,0.0,9,0.0,206718,Summer and Smoke
50441,551990474,1.1125,0.0309,0.0774,0.0698,0.075,Bender the Bot,746824983,1,2429.0,243.0,1,102,1,0.1111111111111111,296,0.0,16477202,7919 Prime
48621,573063732,1.1343,0.038,0.0784,0.0933,0.1028,Uwatch310,592225228,0,49346.0,4846.0,0,32,0,0.0,0,0.0,2522807,Marjory Stoneman Douglas High School
47728,801483471,1.1922,0.0172,0.0517,0.2679,0.3571,51.253.24.73,849090388,60,138060.0,13321.0,0,61,1,0.0,13,0.0,21590384,List of the verified oldest women
48119,828305659,1.1344,0.1382,0.2271,0.1775,0.2158,Hrodvarsson,828305732,35,42280.0,1522.0,0,35,0,0.0,34,0.0,1355085,The Golden Compass (film)
66136,828305659,1.1344,0.1382,0.2271,0.1775,0.2158,Hrodvarsson,828305732,35,42280.0,1522.0,0,35,0,0.0,34,0.0,60710983,Ben Johnson (sprinter)
51244,841957029,1.1277,0.0443,0.0936,0.1264,0.1447,206.57.220.43,886305666,18,14424.0,1401.0,1,23,1,0.02325581395348837,27,0.0,16806977,Ikervár
49763,895989985,1.163,0.0013,0.0221,0.1008,0.1119,122.49.217.238,906927347,20,992.0,116.0,0,12,1,0.0,9,0.0,18842359,Ocean
46511,896028198,1.1529,0.0593,0.0819,0.0911,0.1003,Grolltech,899302572,13,41891.0,3339.0,0,92,0,0.0,26,0.0,25220488,Telephone (song)
51127,905374304,1.149,0.0798,0.122,0.0703,0.0756,2601:98A:501:AE17:80A8:CAD2:9B32:9F70,915033556,0,41914.0,4398.0,0,21,1,0.0,72,0.0,251478,Quadratic form
51605,908309444,1.1345,0.0521,0.0734,0.0388,0.0403,TylerDurden8823,913086445,6,44122.0,5130.0,1,33,0,0.011111111111111113,54,0.0,102123,Wittenberg University
46231,915102744,1.1289,0.07200000000000001,0.1043,0.0552,0.0584,150.148.14.129,928978591,36,29514.0,3146.0,0,10,1,0.0,23,0.0,173131,Glossary of Islam
49716,917381149,1.1283,0.0573,0.0915,0.0779,0.0845,InternetArchiveBot,932495502,199,6335.0,340.0,1,55,0,0.027027027027027032,113,0.0,2045565,Cataclysmic pole shift hypothesis
50138,928354504,1.1312,0.0708,0.1311,0.0878,0.0962,50.58.210.12,938479877,69,5785.0,541.0,0,0,1,0.0,12,0.0,16453721,8492 Kikuoka
46780,929080350,1.094,0.0485,0.0957,0.0915,0.1007,Johnj1995,938965411,84,7592.0,409.0,0,18,0,0.0,22,0.0,1652334,List of metafictional works
46181,929537823,1.1311,0.0463,0.1004,0.0913,0.1004,Monkbot,933829234,16,11623.0,1374.0,0,121,0,0.0,146,0.0,60369185,Parey Hut Love
51804,930995893,1.1278,0.0634,0.10400000000000001,0.1001,0.1112,Yiddishemame,931040322,57,3753.0,339.0,0,20,0,0.0,55,0.0,30576093,"Amchitka (Joni Mitchell, James Taylor and Phil Ochs album)"
50494,931678021,1.1297,0.0596,0.0975,0.0964,0.1067,Dormskirk,931678050,0,8496.0,663.0,1,8,0,0.06666666666666668,16,0.0,265083,Solomon Islands
50493,931678050,1.1297,0.0596,0.0975,0.0964,0.1067,Eagles247,944243183,17,8496.0,663.0,0,31,0,0.0,0,0.0,265083,Solomon Islands
47355,936204557,1.1468,0.048,0.0728,0.0584,0.062,Rathfelder,940392624,4,24897.0,3096.0,0,119,0,0.0,18,0.0,91758,"Coffee County, Tennessee"
60620,936204557,1.1468,0.048,0.0728,0.0584,0.062,Rathfelder,940392624,4,24897.0,3096.0,0,119,0,0.0,18,0.0,1362558,Porfirio Lobo Sosa
48161,940474618,1.1486,0.048,0.1024,0.0637,0.0681,Kohoutek1138,940574338,6,54343.0,5928.0,0,332,0,0.0,8,0.0,13615245,Military ranks and insignia of the Sri Lanka Army
51191,941848496,1.1348,0.0432,0.0971,0.0975,0.10800000000000001,2A02:1810:952D:5D00:C8BA:6AD5:C104:AAD6,947443619,0,19771.0,2467.0,0,22,1,0.0,18,0.0,20119714,Short track speed skating at the 2010 Winter Olympics
50764,942047189,1.1408,0.0847,0.1656,0.0877,0.0961,2001:818:E30E:3300:E027:5717:E8AD:F155,942181219,33,21875.0,1629.0,0,14,1,0.0,11,0.0,8795660,La Tache
49507,942609040,1.0637,0.0933,0.166,0.0669,0.0717,2601:204:D981:8130:D860:DF29:8E7C:E21D,949338875,1,57456.0,5842.0,1,0,1,0.017241379310344827,11,0.0,36094793,Sequoiadendron
49441,943840601,1.0873,0.0628,0.0955,0.0666,0.0714,N35v5,947196374,53,131459.0,15503.0,0,0,0,0.0,18,0.0,21960385,2009 ATP World Tour Finals – Doubles
46377,944416470,1.1535,0.0604,0.1183,0.0704,0.0757,2A00:23C6:3E36:1801:C983:1E1D:2C59:DDB3,944966278,0,55425.0,5746.0,0,10,1,0.0,8,0.0,4753746,Beach Jumpers
47184,944956951,1.1131,0.0531,0.0958,0.0639,0.0682,Thepenguin9,944956983,9,50597.0,6062.0,0,207,0,0.0,55,0.0,1970496,Lead paint
46818,947112539,1.1234,0.0569,0.0843,0.0575,0.061,GeorgeMHall,947687822,4,81377.0,7795.0,0,30,0,0.0,85,0.0,24094519,ASG Juventus de Sainte-Anne
49772,720607802,1.1237,0.0686,0.11699999999999999,0.0766,0.0829,Dcirovic,720607921,2,5200.0,507.0,0,1,0,0.0,26,0.0,548647,Volterra
51119,735142934,1.1343,0.1168,0.1271,0.1686,0.2019,Tom.Reding,863224364,51,238393.0,158.0,0,102,1,0.0,0,0.0,26998830,Norwegian football league champions
50130,766664767,1.1326,0.0521,0.0778,0.0815,0.0887,American Money,858363128,43,2158.0,115.0,0,116,1,0.0,15,0.0,4473402,Api (mountain)
47565,789736163,1.1201,0.0256,0.1552,0.0886,0.0971,DeprecatedFixerBot,865955722,44,1494.0,85.0,0,376,0,0.0,9,0.0,1364178,A Tree Grows in Brooklyn (novel)
48550,867890452,1.1372,0.0353,0.0815,0.0523,0.0552,Monkbot,918545345,2,16632.0,1623.0,0,169,0,0.0,106,0.0,16469040,12106 Menghuan
51681,873285675,1.126,0.0854,0.1717,0.1344,0.1553,Eagleash,889490926,15,7748.0,434.0,0,116,0,0.0,22,0.0,19326995,Circus (Britney Spears album)
46592,885533063,1.1357,0.0681,0.098,0.0751,0.0811,NatureBoyMD,894121595,1,7452.0,672.0,0,38,0,0.0,171,0.0,601222,Kingsley Wood
50554,896491399,1.1458,0.0533,0.1289,0.1448,0.1693,Monkbot,918613142,12,43591.0,197.0,1,160,0,0.019230769230769232,181,0.0,15449759,The Mr. Men Show
50726,896938299,1.1126,0.0464,0.0729,0.0549,0.0581,Carlstak,896938951,338,29582.0,3348.0,1,39,0,0.017241379310344827,19,0.0,253130,Prince John of the United Kingdom
46825,906465017,1.1287,0.0464,0.08,0.0696,0.0747,Tom.Reding,917621639,12,5622.0,477.0,1,122,1,0.017241379310344827,344,0.0,11547663,Mountain Vista Governor's School
47070,911596468,1.1226,0.0641,0.1257,0.0571,0.0606,Monkbot,917158995,3,30226.0,2266.0,1,161,0,0.004651162790697674,146,0.0,25201432,Pryazhinsky District
49287,915375396,1.1465,0.0545,0.1101,0.0945,0.1044,Jack Skellington III,931132257,11,63321.0,4730.0,0,35,1,0.0,25,0.0,12594490,Characters of Carnivàle
52054,916019016,1.0858,0.0413,0.0759,0.0665,0.0712,Monkbot,917028363,2,8367.0,873.0,0,176,0,0.0,108,0.0,48212,Ice cream
51659,917648214,1.1269,0.071,0.1215,0.0794,0.0862,NatureBoyMD,917649129,2,6174.0,469.0,0,0,0,0.0,2,0.0,25198885,"Wormley, Hertfordshire"
50881,918085677,1.1421,0.1479,0.149,0.1297,0.149,Rodw,926426455,36,59804.0,123.0,0,160,0,0.0,43,0.0,715413,Georgia on My Mind
46045,918578212,1.136,0.0435,0.1033,0.0756,0.0818,Mike Novikoff,918578391,5,16196.0,1879.0,0,225,1,0.0,22,0.0,2900924,Trifon Ivanov
51953,924242872,1.1474,0.0643,0.0934,0.0849,0.0927,2A00:23C6:B40A:8700:AD89:9425:FCE3:A655,941261321,99,9784.0,553.0,0,0,1,0.0,31,0.0,1942339,Robert Walls
46632,926614405,1.1367,0.0431,0.0768,0.1441,0.1683,ApprenticeFan,926614662,20,40402.0,2101.0,0,15,0,0.0,14,0.0,24365287,Tik Tok (song)
46476,930253967,1.1267,0.057,0.1485,0.1236,0.1411,2001:16B8:C14D:D000:E15C:F90A:A655:B898,930254047,5,10574.0,573.0,0,19,1,0.0,9,0.0,3111912,Tavia Yeung
53880,930253967,1.1267,0.057,0.1485,0.1236,0.1411,2001:16B8:C14D:D000:E15C:F90A:A655:B898,930254047,5,10574.0,573.0,0,19,1,0.0,9,0.0,9119159,Harlem Renaissance
50220,932953927,1.1331,0.055999999999999994,0.1199,0.0935,0.1032,73.23.12.222,939465667,63,22574.0,1637.0,0,0,1,0.0,17,0.0,17191769,Gary Guyton
51271,935764539,1.1483,0.0675,0.102,0.1258,0.14400000000000002,2601:443:380:7F20:14CE:C170:79DB:9E2B,935788701,8,24546.0,1621.0,0,22,1,0.0,5,0.0,3109670,Earl Barron
48074,935970117,1.1306,0.0668,0.0891,0.0766,0.0829,3O33O,944064909,0,5061.0,385.0,0,34,0,0.0,22,0.0,22590205,71st Operations Group
46871,941974174,1.1423,0.0448,0.0667,0.0896,0.0984,216.86.53.194,941974225,1,21516.0,2659.0,0,20,1,0.0,12,0.0,85870,Abnoba
49150,944216558,1.1509,0.0478,0.1001,0.06,0.0639,Koavf,944216587,38,63465.0,6585.0,0,142,0,0.0,16,0.0,1921552,"El Caracol, Michoacán"
47259,945722252,1.1274,0.0371,0.0464,0.1077,0.1207,87.13.233.74,945732171,0,21112.0,2162.0,0,20,1,0.0,17,0.0,13187026,List of iCarly episodes
50008,945893893,1.15,0.0627,0.1087,0.0674,0.0723,Monkbot,946205801,0,66782.0,6934.0,0,189,0,0.0,119,0.0,25204187,Survivor Series (2010)
51983,946288088,1.1357,0.0678,0.1047,0.0692,0.0743,Yankees10,946288421,2,43172.0,4782.0,0,128,0,0.0,10,0.0,5363082,List of Italian exonyms in Dalmatia
51296,946478178,1.1459,0.0086,0.048,0.0898,0.0987,The Optimistic One,946478208,11,69615.0,8400.0,0,16,1,0.0,8,0.0,1997397,Big Wednesday
50586,947023633,1.1247,0.0467,0.0811,0.0608,0.0648,MarnetteD,947024993,12,13016.0,1505.0,1,43,0,0.024539877300613498,69,0.0,32015,University of Arizona
45991,947471723,1.1323,0.0393,0.0781,0.0752,0.0812,SUM1,947907523,10,14177.0,1466.0,1,11,0,0.023809523809523808,14,0.0,2240218,Samuel Sanders Teulon
48905,947521474,1.1447,0.0552,0.0977,0.0581,0.0617,Kees08,947524797,57,53088.0,5776.0,0,117,0,0.0,17,0.0,45964,Chuck Berry
49371,947692482,1.1257,0.0473,0.076,0.0881,0.0966,SergeWoodzing,947820887,83,30706.0,2944.0,1,40,0,0.005780346820809247,22,0.0,25264939,Mao Abe
47481,416227240,1.161,0.027000000000000003,0.0541,0.3611,0.5417,RjwilmsiBot,424285284,32,1948.0,158.0,0,49,0,0.0,16,0.0,164656,Jet aircraft
48792,622058494,1.1739,0.0179,0.0357,0.2182,0.2727,Tom.Reding,785686498,0,20962.0,2162.0,0,114,1,0.0,0,0.0,12190966,Trachylepis
47814,739176084,1.1314,0.037000000000000005,0.0682,0.0752,0.0813,Bearcat,811333352,7,3959.0,429.0,0,130,0,0.0,16,0.0,19137,Malta
48388,799784514,1.1374,0.0465,0.0998,0.1053,0.1176,Aboutmovies,829692167,39,9239.0,1116.0,0,70,0,0.0,0,0.0,16428649,19293 Dedekind
51539,805419102,1.1194,0.0326,0.094,0.0862,0.0943,BillWeiss,808114248,12,3120.0,280.0,0,80,0,0.0,25,0.0,1068768,Phytoremediation
49586,832856341,1.1226,0.0882,0.1269,0.12300000000000001,0.1402,BrownHairedGirl,875662786,13,4223.0,130.0,0,133,0,0.0,18,0.0,5329520,Israel and the apartheid analogy
46906,902519058,1.1228,0.0427,0.0716,0.0943,0.1041,182.55.119.200,913847130,0,1846.0,49.0,0,0,1,0.0,17,0.0,1113688,Pazhassi Raja
48880,905015473,1.1325,0.0472,0.125,0.0759,0.0821,JJMC89 bot III,938670454,15,6795.0,294.0,0,178,1,0.0,16,0.0,908663,American Dad!
49565,912105676,1.1349,0.0636,0.1117,0.0617,0.0657,240D:1A:4B5:2800:A99E:13C5:B0E4:12AF,914093206,55,10130.0,742.0,0,20,1,0.0,19,0.0,17914,Ludwig van Beethoven
46001,914340194,1.1321,0.0586,0.0848,0.098,0.1086,BrownHairedGirl,915009427,7,6018.0,439.0,0,105,0,0.0,12,0.0,26409901,"Lincoln High School (Tallahassee, Florida)"
50541,920617790,1.1254,0.0247,0.1003,0.1009,0.1122,150.107.175.92,920619094,60,3588.0,296.0,1,0,1,0.028571428571428567,11,0.0,8710278,Road apple
48218,922477477,1.1416,0.0516,0.0875,0.06,0.0638,193.35.28.59,939573351,23,19658.0,2061.0,0,17,1,0.0,0,0.0,25219937,Göran Therborn
50880,926426455,1.1421,0.1478,0.1489,0.1296,0.1489,Anbans 585,926460241,4,59804.0,123.0,0,30,1,0.0,43,0.0,715413,Georgia on My Mind
46043,932072544,1.138,0.0437,0.1037,0.0761,0.0824,40.131.165.12,934187573,17,16196.0,1879.0,0,0,1,0.0,8,0.0,34345022,Norullah Noori
49551,933974586,1.156,0.0555,0.1008,0.0572,0.0606,GoingBatty,934123390,5,65342.0,7570.0,0,20,0,0.0,84,0.0,863574,Plymouth Breeze
46188,935866061,1.1324,0.0528,0.0978,0.073,0.0788,Lacon432,935866084,1,12881.0,1255.0,0,20,0,0.0,80,0.0,756107,Geno Auriemma
46099,942186092,1.1343,0.019,0.0454,0.0522,0.055,InternetArchiveBot,943820790,126,8806.0,1164.0,1,67,0,0.018867924528301886,68,0.0,3610935,Byzantine Greeks
50942,943026811,1.14,0.0559,0.11900000000000001,0.059000000000000004,0.0627,GUtt01,943027077,2,156804.0,15152.0,0,13,0,0.0,24,0.0,9313589,Wizards of Waverly Place
47296,944988259,1.1356,0.069,0.1092,0.07400000000000001,0.0799,Megacheez,945438326,6,63638.0,7077.0,0,37,0,0.0,17,0.0,7686492,Tyler Palko
46234,945013564,1.1535,0.0707,0.1465,0.1085,0.1217,David Gerard,949044646,887,66559.0,1678.0,1,68,1,0.0024875621890547268,127,0.0,2893256,Dice Game (pricing game)
49005,946400986,1.1396,0.032,0.14300000000000002,0.1231,0.1404,Typhoon966,946812111,16,24304.0,1962.0,0,17,0,0.0,9,0.0,12440936,Polaris (poker bot)
51645,947414929,1.1577,0.0653,0.1163,0.0487,0.0512,Shakehandsman,947415024,28,73000.0,6976.0,0,28,0,0.0,52,0.0,532268,Andy Merrill
47628,948351590,1.1437,0.0453,0.09,0.0691,0.0742,BHGbot,948836791,3,38804.0,4291.0,0,96,0,0.0,111,0.0,508742,College of San Mateo
