editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words,character_distribution
10175,327887440,1.0226,0.053,0.1627,0.1797,0.21899999999999997,Ellina21,328203880,25,0,19,0,0.0,6.0,0.0,inf
5857,327782203,1.0494,0.0418,0.07400000000000001,0.0634,0.0677,187.24.213.203,327783058,2,0,14,1,0.0,11.0,0.0,0.06311573
30075,326367847,1.0699,0.0078,0.0779,0.0618,0.0659,72.48.210.179,327221447,1,0,97,1,0.0,28.0,0.0,inf
45523,327002145,1.0955,0.059000000000000004,0.18,0.1026,0.1143,86.96.229.89,327002625,0,0,18,1,0.0,16.0,0.0,0.0
14450,328301535,1.1155,0.0836,0.1385,0.0905,0.0995,84.21.24.181,328400455,0,0,0,1,0.0,0.0,0.0,0.0
36636,326974408,1.128,0.1077,0.1303,0.174,0.2106,62.235.182.72,326974959,1,0,29,1,0.0,13.0,0.0,inf
15659,328126538,1.1351,0.038,0.0912,0.0724,0.078,Lil-unique1,328129808,14,0,0,1,0.0,14.0,0.0,inf
30303,327566729,1.1419,0.024,0.0423,0.0559,0.0592,Billy Hathorn,327566822,0,0,23,1,0.012048193,51.0,0.0,8.85e-05
6920,319345096,1.1366,0.0077,0.0187,0.0723,0.0779,Xabier Cancela,328662335,1,0,12,1,0.0,10.0,0.0,0.11478005
16307,326426807,1.1294,0.0564,0.1121,0.0986,0.1093,24.45.14.45,326836138,64,0,0,1,0.0,77.0,0.0,inf
21388,328876281,1.1357,0.0493,0.0591,0.07,0.0752,Trust Is All You Need,328878118,0,0,0,1,0.0,6.0,0.0,0.092419624
4178,329048016,1.1328,0.0448,0.0578,0.1548,0.183,Bsuorangecrush,329269496,10,0,0,0,0.0,31.0,0.0,inf
34945,316300368,1.1293,0.0271,0.0373,0.0663,0.071,Hellno2,326855014,29,0,0,0,0.0,20.0,0.0,inf
34594,318124617,1.1193,0.0844,0.1471,0.1252,0.14300000000000002,71.163.46.229,329873472,0,0,16,1,0.0,9.0,0.0,0.0
26714,324509131,1.1159999999999999,0.0448,0.0978,0.1161,0.1313,Mandarax,326790192,21,0,73,0,0.0,20.0,0.0,0.39885652
20826,327556504,1.1909,0.0037,0.0223,0.0682,0.0729,Wifione,327615534,96,0,3,0,0.0,80.0,0.0,inf
18020,327064930,1.1483,0.0277,0.065,0.0475,0.0498,Chris Capoccia,328034482,72,0,31,1,0.0,35.0,0.0,inf
33434,328002599,1.0622,0.0323,0.0754,0.1162,0.1315,Seb az86556,328002650,1,0,172,1,0.0,7.0,0.0,0.06899287
17748,328770227,1.1203,0.1076,0.1746,0.1192,0.1353,Hoising,328792704,0,0,18,0,0.0,8.0,0.0,inf
15399,327058912,1.1412,0.0266,0.0628,0.1224,0.1394,Eagle4000,327061922,4,0,48,0,0.0,13.0,0.0,inf
34339,328335533,1.1027,0.0518,0.1078,0.0805,0.0875,67.161.237.169,328508707,79,0,28,1,0.007751938000000001,17.0,0.0,inf
5036,327451673,1.1294,0.0066,0.0246,0.04,0.0417,91.109.77.46,327451765,0,0,21,1,0.009389671,16.0,0.0,0.000146
30118,328770148,1.1441,0.036000000000000004,0.0976,0.0764,0.0828,Sarahgeorge,328771386,2,0,13,0,0.004587155999999999,76.0,0.0,8.499999999999999e-05
14747,321029506,1.1372,0.0188,0.0273,0.0531,0.055999999999999994,Benson85,327117682,35,0,0,0,0.0,12.0,0.0,inf
9716,327058284,1.1179999999999999,0.0468,0.1419,0.0805,0.0875,Jonahshep,327058367,4,0,18,0,0.0,6.0,0.0,inf
33865,325950230,1.0947,0.0882,0.1659,0.0495,0.052000000000000005,YMB29,327736038,66,0,21,0,0.020408163,93.0,0.0,0.04564026
35756,329121970,1.1298,0.0384,0.1056,0.0957,0.1058,70.176.96.170,329122100,7,0,9,1,0.0,8.0,0.0,inf
23486,326595383,1.1305,0.0668,0.1042,0.0745,0.0805,Rich Farmbrough,326905556,1,0,56,1,0.0,8.0,0.0,0.057909608
37789,323776255,1.0896,0.031,0.0486,0.0783,0.0849,UDSS,328357261,26,0,0,0,0.0,16.0,0.0,inf
9122,324490524,1.0885,0.0026,0.0267,0.0387,0.0403,Rich Farmbrough,329709728,0,0,97,1,0.0,29.0,0.0,inf
40632,304898628,1.1301,0.0433,0.0692,0.0639,0.0683,Koavf,328508153,37,0,14,0,0.0,18.0,0.0,inf
17194,321071579,1.1228,0.0167,0.1327,0.1098,0.1233,Ucucha,328710616,3,0,6,0,0.0,12.0,0.0,inf
29654,327527921,1.1142,0.059000000000000004,0.1714,0.1509,0.1776,JBsupreme,327570050,26,0,157,0,0.0,0.0,0.0,0.0
26923,311040137,1.1241,0.0322,0.076,0.0851,0.0929,Chris G,328166556,0,0,36,1,0.019607843,84.0,0.0,0.16416351
23786,328184797,1.0712,0.0752,0.1231,0.0787,0.0854,Suffusion of Yellow,328185000,28,0,127,1,0.0,98.0,0.0,0.00844664
17428,329039604,1.0768,0.0445,0.0961,0.0645,0.069,Jdbullrat,329042923,0,0,73,0,0.0,0.0,0.0,0.0
26391,330029560,1.1387,0.0165,0.0307,0.0361,0.0375,C.Fred,330089295,0,0,63,1,0.056034482999999996,15.0,0.0,0.0
13053,329524862,1.0847,0.036000000000000004,0.0761,0.0502,0.0528,199.43.148.227,329524933,2,0,12,1,0.023529412000000003,106.0,0.0,0.000306
20401,327744103,1.1235,0.0645,0.1118,0.0747,0.0808,Andrewlp1991,327747760,65,0,97,0,0.0,0.0,0.0,0.0
34655,327719150,1.1323,0.0196,0.0319,0.0569,0.0603,98.154.250.251,327902149,1,0,41,1,0.0,18.0,0.0,0.000128
14317,327253657,1.0321,0.0214,0.0717,0.0932,0.1027,68.52.217.188,328665918,106,1,156,1,0.0,18.0,0.0,inf
23449,328080895,1.1141,0.062,0.1389,0.0808,0.0878,66.68.15.142,328095990,118,0,17,1,0.023076923,72.0,0.0,0.001179067
5674,328004719,1.1329,0.0395,0.0672,0.1071,0.1199,Jeanne boleyn,328005582,255,0,27,1,0.0,14.0,0.0,inf
19056,325719121,1.1333,0.0547,0.0959,0.1006,0.1118,Armbrust,326942011,19,0,16,0,0.0,0.0,0.0,0.0
16951,328327430,1.1328,0.0482,0.1312,0.0669,0.0716,Woohookitty,328336020,15,0,169,0,0.0,20.0,0.0,0.07040965
30463,328347656,1.128,0.0208,0.04,0.0601,0.0639,Katr67,328350623,65,0,96,0,0.0,14.0,0.0,0.017103154
8797,329198480,1.1252,0.0247,0.0757,0.0964,0.1066,Huaiwei,329611683,1,0,46,0,0.0,8.0,0.0,0.07646787
12421,301484509,1.1053,0.0465,0.0775,0.0674,0.0722,Rich Farmbrough,327765919,4,0,79,1,0.0,76.0,0.0,0.005003408
25302,328055326,1.0715,0.0433,0.0782,0.0646,0.069,Dailycare,328056243,0,0,26,0,0.029850746,61.0,0.0,0.001505778
15719,328641330,1.0666,0.07,0.1121,0.057999999999999996,0.0616,94.194.30.11,328642195,83,1,0,1,0.0625,30.0,0.0,0.02003623
21690,325104164,1.1325,0.0346,0.0758,0.0661,0.0708,Woohookitty,328750914,12,0,169,0,0.0,83.0,0.0,inf
35856,329135744,1.0412,0.0266,0.1009,0.0366,0.038,Caspian blue,329150646,32,0,44,1,0.0,14.0,0.0,inf
3479,327393290,1.1624,0.0016,0.0165,0.0335,0.0347,Chibibrain,327394631,41,0,0,0,0.0,28.0,0.0,inf
9598,329176897,1.1368,0.038,0.0794,0.0596,0.0634,203.177.74.137,329617927,7,0,31,1,0.0,52.0,0.0,inf
37675,300365674,1.1352,0.0321,0.0555,0.06,0.0638,Plumpurple,328070723,175,0,18,0,0.0,27.0,0.0,inf
35281,329684176,1.1139,0.0442,0.1196,0.0833,0.0909,AMK1211,329684396,24,0,88,0,0.0,15.0,0.0,inf
31701,327747632,1.1338,0.0572,0.1033,0.0691,0.0742,ADL Supporter,327747860,1034,0,40,1,0.071428571,94.0,0.0,inf
3325,329783744,1.1305,0.0302,0.0854,0.0765,0.0829,24.6.190.106,329784590,0,0,10,1,0.0,0.0,0.0,0.0
28563,329092763,1.1179,0.0193,0.0506,0.0773,0.0837,Emurphy42,329092893,3,0,10,0,0.028571429,17.0,0.0,0.000166
20180,327308162,1.1157,0.0729,0.1295,0.142,0.1654,Dinovelvet09,327308374,4,0,0,0,0.0,13.0,0.0,inf
8653,280849729,1.1652,0.0181,0.0265,0.0371,0.0385,Miyagawa,327953016,0,0,43,0,0.0,0.0,0.0,0.0
34338,321829402,1.1534,0.0056,0.0206,0.0762,0.0823,85.181.50.199,327468479,4,0,0,1,0.0,20.0,0.0,0.013724242
11365,328093585,1.0488,0.0578,0.0964,0.0521,0.0549,A. di M.,328105218,17,0,54,1,0.0,18.0,0.0,0.006864284
6990,327604437,1.0806,0.0306,0.0715,0.0445,0.0466,200.80.164.52,327734170,174,0,110,1,0.0,60.0,0.0,inf
35431,326778174,1.0786,0.0268,0.0637,0.0407,0.0424,92.4.17.30,326792323,121,0,0,1,0.0,27.0,0.0,0.06520530599999999
8816,328842781,1.0722,0.0146,0.0363,0.0445,0.0466,Bus stop,328843261,634,0,0,1,0.0,39.0,0.0,inf
9480,326269511,1.0847,0.046,0.0938,0.0538,0.0568,91.84.216.59,327892919,9,1,0,1,0.0,6.0,0.0,inf
15464,327512054,1.1355,0.0588,0.1466,0.1318,0.1518,Mppemberton,327512463,158,0,11,0,0.0,19.0,0.0,0.023996072
10153,326415807,1.1339,0.0304,0.0722,0.1086,0.1219,Neelix,328463860,17,0,101,0,0.0,18.0,0.0,inf
34555,315447898,1.1541,0.1076,0.2017,0.1336,0.1542,Jack Sparrow 3,328228356,29,0,5,1,0.0,11.0,0.0,inf
39777,326376535,1.1299,0.0129,0.048,0.1164,0.1317,Ondertitel,329671853,255,0,21,0,0.0,77.0,0.0,inf
32161,329740262,1.1312,0.0696,0.1086,0.0758,0.08199999999999999,Pats1,329747329,10,0,9,0,0.0,26.0,0.0,0.11450286
23257,328827006,1.0861,0.0188,0.0366,0.0882,0.0967,Generalboss3,328827194,14,0,20,0,0.0,14.0,0.0,inf
31772,328401356,1.1452,0.085,0.1509,0.1595,0.1897,Cumbersnatch,328419129,2,0,107,0,0.0,18.0,0.0,6.61e-05
18321,327974116,1.0509,0.0273,0.0494,0.0557,0.059000000000000004,Arromes,327974851,23,1,16,0,0.017857143,24.0,0.0,0.2014825
18779,327287025,1.1322,0.0195,0.0543,0.1744,0.2113,151.21.201.19,327438313,3,0,10,1,0.0,3.0,0.0,0.3313742
10715,326523179,1.077,0.0157,0.0261,0.0442,0.0462,216.79.193.52,326787545,26,1,0,1,0.0,10.0,0.0,inf
39795,329944566,1.119,0.0639,0.1066,0.0792,0.086,203.158.48.197,329945130,1,0,44,1,0.0,76.0,0.0,0.00061
42213,328170082,1.1136,0.0358,0.0742,0.1235,0.1409,Guy Harris,328170190,9,0,132,1,0.0,9.0,0.0,inf
14182,328205064,1.1028,0.0679,0.2104,0.077,0.0834,88.75.237.247,328205196,0,0,24,1,0.0,12.0,0.0,0.0
27120,327924460,1.0985,0.0388,0.0762,0.0499,0.0525,Wizard191,328716206,12,0,15,0,0.0,13.0,0.0,0.07516408
31239,326336711,1.1139,0.0282,0.0437,0.1101,0.1238,Dcljr,326808268,0,0,16,0,0.0,12.0,0.0,0.008712771
36405,307566122,1.1421,0.0688,0.1164,0.075,0.0811,Aymatth2,328214835,23,0,14,0,0.0,77.0,0.0,inf
31007,327111330,1.1344,0.0086,0.0227,0.0276,0.0284,99.149.84.135,327118516,602,0,43,1,0.04444444400000001,23.0,0.0,0.037594800000000005
40449,327851321,1.1264,0.0158,0.0485,0.0574,0.0609,SMC,327851331,88,0,105,0,0.0,0.0,0.0,0.0
41512,326605881,1.1213,0.0198,0.0473,0.0668,0.0715,218.102.77.243,328341456,0,0,0,1,0.0,14.0,0.0,inf
22864,327081828,1.1133,0.0698,0.0909,0.0894,0.0981,63.136.114.246,327081984,4,0,0,1,0.0,11.0,0.0,inf
9491,327818015,1.1146,0.0505,0.066,0.10800000000000001,0.121,67.61.164.88,327818204,1,0,0,1,0.0,17.0,0.0,0.38425097
11722,329232130,1.0247,0.0492,0.0906,0.0715,0.077,60.49.90.168,329448268,41,1,13,1,0.0,23.0,0.0,0.057281483
13476,327301192,1.1025,0.0891,0.1784,0.1599,0.1903,84.0.183.60,327301413,36,0,12,1,0.0,21.0,0.0,inf
25671,328673414,1.0864,0.0095,0.0245,0.0486,0.0511,91.104.216.76,328675253,0,0,53,1,0.0,0.0,0.0,0.0
34177,329133454,1.1456,0.0013,0.0202,0.0531,0.0561,72.66.78.83,329186517,186,0,16,1,0.033898305,10.0,0.0,inf
8830,327173775,1.1511,0.011000000000000001,0.0343,0.0514,0.0542,LilHelpa,327286412,349,0,80,0,0.0,11.0,0.0,inf
12325,327179542,1.1454,0.0222,0.0431,0.0545,0.0576,Signalhead,327271366,2,0,20,0,0.0,9.0,0.0,inf
32217,328470260,1.1241,0.0229,0.057999999999999996,0.0471,0.0494,Legg12,328473266,6,0,0,0,0.005649718000000001,17.0,0.0,0.002090148
10915,328205190,1.1428,0.0435,0.1134,0.084,0.0917,TJSwoboda,329927386,0,0,0,0,0.0,9.0,0.0,0.0
38330,308771061,1.1436,0.0626,0.1228,0.077,0.0834,Rjwilmsi,328877022,484,0,63,0,0.026666667,20.0,0.0,inf
21667,327309226,1.1367,0.0658,0.1642,0.1092,0.1225,Msalmon,327309650,0,0,29,0,0.0,0.0,0.0,0.0
3742,328774104,1.1298,0.0262,0.0457,0.0707,0.0761,Ironboy11,328774470,407,0,36,0,0.037037037,17.0,0.0,inf
8049,328167476,1.0913,0.0249,0.0636,0.0537,0.0567,Miyagawa,329723208,9,0,15,0,0.0,9.0,0.0,inf
41544,329482072,1.1376,0.0432,0.0656,0.1013,0.1126,Jevansen,329569000,84,0,159,0,0.0,0.0,0.0,0.0
23105,328113199,1.0555,0.0288,0.0536,0.0562,0.0595,Pexise,328122260,271,0,36,0,0.018324607,76.0,0.0,0.07295899
1335,328130925,1.1338,0.0424,0.076,0.0403,0.042,210.193.179.135,328131177,11,0,14,1,0.0,17.0,0.0,0.060468875
17343,329805631,1.1552,0.1454,0.2379,0.1613,0.1924,67.86.56.32,329893695,0,0,29,1,0.0,0.0,0.0,0.0
27740,328625474,1.138,0.0234,0.0502,0.0684,0.0735,71.175.158.8,328635362,7,0,40,1,0.0,14.0,0.0,0.052148122000000005
7115,328636955,1.1081,0.0276,0.068,0.0675,0.0724,Shemszot,328637357,52,0,11,0,0.0,75.0,0.0,inf
28860,328426754,1.119,0.0394,0.0767,0.0641,0.0685,Ealdgyth,328426949,3,0,151,0,0.0,9.0,0.0,0.06878526
41063,327559209,1.1409,0.0316,0.0794,0.0771,0.0835,Luitgard,327559436,2,0,0,0,0.0,14.0,0.0,0.000121
16262,327993959,1.1363,0.0597,0.1194,0.0761,0.0824,96.253.144.117,327996708,20,0,21,1,0.0,0.0,0.0,0.0
40703,328257935,1.1253,0.075,0.1148,0.0774,0.0838,Open2universe,328258053,0,0,80,0,0.0,225.0,0.0,0.04605579
14690,327243812,1.1109,0.0487,0.1107,0.0653,0.0698,Osiris3657,327243883,8,0,13,0,0.012987013,116.0,0.0,0.000322
25597,325399320,1.1342,0.0425,0.0749,0.0702,0.0755,121.79.13.120,328797046,309,0,11,1,0.0,0.0,0.0,0.0
10047,324600716,1.0513,0.0775,0.1197,0.095,0.1049,193.157.224.154,327753210,5,0,0,1,0.0,145.0,0.0,0.047852226
45351,329546877,1.1322,0.0224,0.0339,0.0634,0.0677,Finchtrainer,329548693,24,0,22,0,0.0,9.0,0.0,inf
12237,286598469,1.139,0.1065,0.1683,0.1194,0.1355,Rich Farmbrough,329031238,7,0,74,1,0.0,9.0,0.0,0.27133638
33830,329113251,1.1332,0.027000000000000003,0.0344,0.0504,0.0531,Dpaajones,329277848,63,0,0,0,0.014925373,20.0,0.0,0.005931498
7066,329887095,1.1395,0.0131,0.0284,0.0407,0.0425,Captain-n00dle,329897623,71,0,5,1,0.0,29.0,0.0,inf
15926,314922396,1.1122,0.0194,0.044000000000000004,0.0682,0.0732,Mvwnhxap,327089506,46,0,7,0,0.0,13.0,0.0,inf
3145,328382129,1.1308,0.0127,0.0149,0.1038,0.1157,Miyagawa,328391558,60,0,199,0,0.0,13.0,0.0,inf
26611,329911867,1.1293,0.0761,0.1064,0.0928,0.1022,JGKlein,329912381,56,0,21,0,0.0,13.0,0.0,inf
17634,317745437,1.11,0.14800000000000002,0.1918,0.0584,0.0619,Rich Farmbrough,328877965,0,0,74,1,0.0,9.0,0.0,0.0
1899,292330583,1.1357,0.0192,0.0457,0.0938,0.1034,Grey Wanderer,327743741,9,0,30,1,0.0,12.0,0.0,0.010333921
15127,329626019,1.0913,0.0418,0.0773,0.081,0.0882,Rockgenre,329735106,3,0,20,0,0.02020202,66.0,0.0,7.36e-05
16084,328775360,1.0597,0.027000000000000003,0.0716,0.0663,0.071,96.246.236.110,329181089,68,0,0,1,0.0078125,21.0,0.0,0.00221294
10437,328405215,1.0898,0.0322,0.0771,0.0687,0.0737,Sodacan,328405515,78,0,22,0,0.0,21.0,0.0,inf
33948,327501003,1.1474,0.0419,0.0861,0.0634,0.0676,Ian Dalziel,327529046,40,0,12,1,0.0,28.0,0.0,0.021539846
485,323391322,1.1268,0.0439,0.0751,0.0849,0.0928,Sadads,326876711,4,0,80,0,0.015873016,16.0,0.0,0.017719176
26407,327141483,1.0757,0.043,0.1039,0.0642,0.0686,Citizen-of-wiki,327142535,33,0,38,1,0.0,118.0,0.0,inf
3586,328797206,1.1503,0.0221,0.0463,0.0641,0.0685,Moonriddengirl,328798363,63,0,26,0,0.0,22.0,0.0,inf
14475,326743172,1.1118,0.0671,0.1516,0.1015,0.113,Omnisci24,326944233,2,0,19,0,0.0,16.0,0.0,inf
16312,326717796,1.1038,0.0419,0.0714,0.0677,0.0726,117.192.113.59,326894160,5,1,19,1,0.0078125,30.0,0.0,inf
15405,329041868,1.1059,0.019,0.0486,0.0619,0.0659,142.23.108.183,329066447,9,1,0,1,0.0,16.0,0.0,0.000113
30507,329050693,1.0919,0.1243,0.1572,0.1168,0.1323,Geegeeshockey,329571364,0,0,34,0,0.0,0.0,0.0,0.0
20268,328717407,1.1257,0.0629,0.1077,0.0757,0.0819,75.27.61.7,328717879,22,1,0,1,0.0,16.0,0.0,inf
27851,327988668,1.122,0.0692,0.1089,0.0788,0.0855,96.252.68.178,328215257,12,0,0,1,0.0,11.0,0.0,inf
21110,321245849,1.1308,0.1265,0.1691,0.1246,0.1423,Mar-87,327062926,5,0,0,1,0.0,15.0,0.0,0.72188
30763,323490998,1.1266,0.0469,0.1007,0.0897,0.0986,129.110.241.73,327130227,52,0,20,1,0.0,10.0,0.0,inf
11459,326962437,1.1316,0.0236,0.053,0.0464,0.0486,OlEnglish,327267231,87,0,128,0,0.023809524,110.0,0.0,inf
13190,328118974,1.0851,0.0925,0.1136,0.0661,0.0707,Ronhjones,328119105,52,0,128,0,0.0,12.0,0.0,0.112806104
8084,327126029,1.1395,0.0205,0.0421,0.0574,0.0608,Knappluv,327126589,4,0,0,0,0.0,24.0,0.0,0.018024234
30750,320304127,1.1298,0.0381,0.0638,0.1119,0.1259,Bonewah,326934179,131,0,0,0,0.0,27.0,0.0,inf
28640,327947488,1.1026,0.0609,0.1006,0.0719,0.0773,Middayexpress,327947708,4,0,0,0,0.0,21.0,0.0,inf
21991,326677849,1.1293,0.0498,0.0937,0.0989,0.1097,Dan arndt,329195236,816,0,13,1,0.0,31.0,0.0,0.92537725
25217,289493859,1.1433,0.0032,0.1129,0.0853,0.0931,205.235.63.12,327483783,0,1,0,1,0.0,0.0,0.0,0.0
19044,326715110,1.1411,0.0552,0.0837,0.0697,0.075,Rjwilmsi,329029030,0,0,109,0,0.0,7.0,0.0,0.0
31928,328017294,1.1502,0.0999,0.1958,0.1349,0.156,68.123.255.22,328017592,0,0,11,1,0.0,10.0,0.0,0.0
13627,329738054,1.1428,0.0575,0.2188,0.0743,0.0803,Fjbfour,329738402,0,0,17,0,0.0,46.0,0.0,0.0
26092,327286162,1.1295,0.0317,0.0513,0.0739,0.0798,Catgut,327286178,20,0,114,0,0.0,12.0,0.0,inf
30164,327927427,1.1266,0.0313,0.0635,0.051,0.0538,Ewawer,328010660,116,0,125,0,0.0,30.0,0.0,inf
21307,317175369,1.0921,0.1186,0.1631,0.1212,0.1379,Tassedethe,328550696,23,0,169,0,0.0,16.0,0.0,inf
32745,326956307,1.1394,0.0628,0.1297,0.063,0.0673,Rich Farmbrough,328828823,13,0,55,1,0.0,104.0,0.0,0.23495576
17514,326388343,1.1336,0.0778,0.1284,0.0768,0.0832,72.84.138.167,328738385,2,0,0,1,0.0,10.0,0.0,0.02710678
25612,327131947,1.1331,0.0332,0.0711,0.0846,0.0924,188.74.66.96,329746762,2,0,25,1,0.0,15.0,0.0,0.00034500000000000004
30414,329073058,1.1249,0.0233,0.0548,0.0544,0.0575,ShadowRangerRIT,329073170,2,0,10,0,0.0,80.0,0.0,0.19792838
9011,326581027,1.1183,0.0349,0.1018,0.0792,0.086,Littleshell,327485412,15,0,200,0,0.0,29.0,0.0,inf
17930,328203738,1.1187,0.0554,0.0824,0.1245,0.1421,93.138.105.166,328599978,73,0,0,1,0.0,0.0,0.0,0.0
18201,326885194,1.1365,0.0102,0.0427,0.034,0.0352,216.67.28.74,326885392,46,1,0,1,0.026315789,20.0,0.0,inf
33258,329931644,1.1326,0.0142,0.0265,0.0616,0.0656,Piotrus,329932416,36,0,36,0,0.0,24.0,0.0,inf
17769,302619254,1.1498,0.0042,0.0253,0.0223,0.0228,Belovedeagle,329897502,165,0,49,0,0.0,15.0,0.0,inf
25004,326644266,1.1318,0.0487,0.0906,0.0813,0.0884,Koavf,328504673,36,0,14,0,0.0,19.0,0.0,inf
32536,317624285,1.1092,0.1407,0.1866,0.0514,0.0541,Rich Farmbrough,328442592,8,0,74,1,0.0,10.0,0.0,0.20721486
2186,237527150,1.1365,0.040999999999999995,0.0889,0.0624,0.0665,Pollinosisss,329728792,0,0,0,0,0.0,0.0,0.0,0.0
32421,327235957,1.0708,0.0388,0.0652,0.0725,0.0781,24.248.188.243,327236078,0,0,36,1,0.0,8.0,0.0,0.001566434
12386,326744098,1.0581,0.0636,0.0974,0.0525,0.0554,201.229.209.90,326817129,42,1,0,1,0.06741573,73.0,0.0,0.048900627
3242,328380890,1.1446,0.1427,0.2579,0.1195,0.1357,Salavat,328380934,1,0,25,0,0.0,18.0,0.0,inf
33503,327530040,1.1403,0.0463,0.0638,0.0993,0.1103,67.86.65.130,327531261,474,0,18,1,0.0,15.0,0.0,0.03053657
45645,328935392,1.1163,0.0211,0.061,0.0514,0.0542,76.17.204.112,329242944,4,0,0,1,0.0,23.0,0.0,0.002380232
15831,329675441,1.1094,0.0571,0.1129,0.1127,0.127,Artyem95,329675865,17,0,22,0,0.0,13.0,0.0,inf
7505,328219352,1.1088,0.0255,0.0454,0.0485,0.051,Randalldeng,328513936,0,0,0,0,0.0,0.0,0.0,0.0
17382,328119511,1.0801,0.033,0.0624,0.0423,0.0442,Andrewmc123,328119563,27,0,133,0,0.0,18.0,0.0,0.30302572
42841,325597692,1.1381,0.0279,0.0439,0.0598,0.0636,156.42.184.102,329077850,8,0,47,1,0.0,18.0,0.0,0.04185647
21982,329707338,1.1584,0.1341,0.1433,0.0197,0.0201,Ytfc23,329707888,4,0,0,0,0.0,16.0,0.0,inf
2443,326610640,1.1321,0.0603,0.1085,0.0745,0.0805,87.115.157.242,328414309,1,0,0,1,0.0,11.0,0.0,0.002315129
28841,325948386,1.1159999999999999,0.0151,0.05,0.1036,0.1155,Angusmclellan,328277061,0,0,19,0,0.0,11.0,0.0,0.02166085
15356,328759638,1.1329,0.0399,0.1021,0.0602,0.0641,Rjwilmsi,329961142,10,0,72,0,0.015151515,252.0,0.0,inf
35893,326294026,1.1333,0.057999999999999996,0.0932,0.0566,0.06,SWMNPoliSciProject,327222256,0,0,0,0,0.0,0.0,0.0,0.0
7377,329787574,1.1436,0.0993,0.1636,0.1335,0.1541,CarTick,329789338,80,0,16,0,0.0,13.0,0.0,0.007881137
41023,328059742,1.1383,0.047,0.0965,0.0739,0.0798,83.100.197.205,328060086,7,0,9,1,0.0,36.0,0.0,0.033073387999999995
18688,327041635,1.1282,0.0475,0.0824,0.0894,0.0981,Tony Sidaway,327041968,0,0,97,1,0.0,0.0,0.0,0.0
18864,329075587,1.1313,0.0321,0.0612,0.0862,0.0943,79.72.49.121,329076390,0,0,0,1,0.0,0.0,0.0,0.0
3773,296095464,1.1325,0.0285,0.0775,0.085,0.0928,78.143.221.38,327501934,99,0,27,1,0.0,23.0,0.0,inf
36892,326477701,1.1507,0.0143,0.0295,0.045,0.0471,SolanSarr,326784244,68,0,0,0,0.013333333000000001,20.0,0.0,0.002272986
10509,326998981,1.1288,0.0638,0.0753,0.0992,0.1099,Boleyn,327002181,4,0,45,0,0.111111111,15.0,0.0,0.013366423
43212,326586418,1.1542,0.0437,0.0812,0.0656,0.0702,202.146.8.220,327774426,49,0,119,1,0.0,24.0,0.0,0.5378139000000001
23346,326916854,1.1149,0.0086,0.0245,0.0691,0.0742,154.5.190.126,328342906,1,0,0,1,0.035087718999999996,21.0,0.0,0.88538516
29198,328373059,1.1484,0.0758,0.1072,0.0928,0.1023,Sphilbrick,328606640,0,0,40,0,0.0,7.0,0.0,0.0
15108,328373311,1.1179,0.0465,0.1037,0.0979,0.1085,Avalanche14074,328373405,4,0,17,0,0.0,20.0,0.0,0.010548535
42429,328386892,1.0977,0.0622,0.0936,0.0983,0.109,Miyagawa,328411614,38,0,122,0,0.0,5.0,0.0,0.44832984
16381,329125949,1.1282,0.0381,0.0781,0.0538,0.0569,Ckatz,329127190,2,0,86,0,0.0,7.0,0.0,inf
10917,327621448,1.0921,0.0226,0.0474,0.067,0.0718,JaGa,328673256,13,0,98,0,0.0,15.0,0.0,0.005041922
14325,327799777,1.153,0.006,0.019,0.0411,0.0428,EtiotropicTM-TRT,327803879,0,0,30,1,0.0,0.0,0.0,0.0
13372,327540872,1.0877,0.0052,0.0319,0.0236,0.0242,SquidSK,327541134,7,0,19,0,0.016949153,18.0,0.0,inf
37029,327891186,1.1023,0.0089,0.0252,0.0555,0.0587,92.8.205.150,327892641,88,0,15,1,0.0,29.0,0.0,inf
18682,320952542,1.0771,0.0192,0.0875,0.0576,0.0611,Anthony Appleyard,328838419,13,0,16,1,0.0,23.0,0.0,0.014761067
11074,327413015,1.1185,0.0003,0.0789,0.0204,0.0208,Lusanaherandraton,327602568,162,0,55,0,0.0,18.0,0.0,inf
24348,328431115,1.1413,0.1773,0.1937,0.1627,0.1942,Dough4872,328431351,9,0,19,0,0.0,19.0,0.0,inf
20240,321158118,1.1211,0.179,0.2102,0.0648,0.0692,74.57.106.170,328000712,99,0,0,1,0.0,19.0,0.0,0.46697712
22300,327388576,1.1218,0.045,0.0801,0.1017,0.113,Rifleman 82,327388700,14,0,6,1,0.0,24.0,0.0,inf
29118,301484594,1.1465,0.0344,0.0602,0.0979,0.1084,Mattisse,329092080,97,0,17,0,0.0,25.0,0.0,inf
8738,291428888,1.1217,0.0397,0.0794,0.0939,0.1034,Abductive,327261888,14,0,11,0,0.0,14.0,0.0,inf
4935,327128713,1.2062,0.0036,0.0252,0.0956,0.1053,Neonblak,327132276,57,0,7,0,0.0,0.0,0.0,0.0
38822,327706978,1.1420000000000001,0.0244,0.0725,0.0564,0.0598,Pepso2,327727673,73,0,0,0,0.0,19.0,0.0,inf
