editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,character_distribution,longest_Word,bad_words
31780,327373810,1.1152,0.0465,0.133,0.123,0.1402,68.192.26.112,327741687,17,0,0,1,0,Infinity,66,0
36011,328756439,1.1289,0.0321,0.0431,0.0514,0.0542,Ceharanka,328789808,26,0,20,0,0,Infinity,19,0
7692,321053836,1.1351,0.0689,0.0948,0.0987,0.1095,Shakehandsman,328156550,65,0,29,0,0,Infinity,107,0
13567,323236506,1.1251,0.0308,0.1013,0.1164,0.1317,99.185.48.206,328291916,3,0,0,1,0,1.40E-04,17,0
26273,324132423,1.1265,0.0359,0.0693,0.091,0.1,BrownHairedGirl,327190828,52,0,144,0,0,Infinity,21,0
24843,329602117,1.1976,0.0013,0.0367,0.0839,0.0914,219.211.199.57,329638673,2,0,0,1,0.142857143,0.014098301,11,0
26932,327936544,1.1665,0.0558,0.0876,0.0363,0.0377,Kees hendriks,327936636,0,0,0,1,0,0,0,0
18929,328686303,1.2021,0.0048,0.0096,0.101,0.1117,165.139.32.1,329102808,18,1,0,1,0,Infinity,5,0
5841,327669680,1.06,0.0746,0.1042,0.0449,0.047,89.247.239.108,328060760,1,0,0,1,0,6.08E-06,18,0
15983,326731384,1.0634,0.0369,0.0714,0.0646,0.0691,Patsytiger,326743694,959,0,0,0,0,0.04940879,66,0
24049,328545584,1.1055,0.0389,0.0716,0.0418,0.0436,65.28.111.2,328659629,16,1,19,1,0,1.1526796,3,0
17656,326956349,1.1109,0.0245,0.0543,0.0497,0.0523,63.117.50.67,326957769,0,0,0,1,0,0.20994653,10,0
25169,327756065,1.1264,0.0454,0.0947,0.0829,0.0903,Bserin,328348355,27,0,0,0,0,Infinity,11,0
40739,327888049,1.0767,0.0198,0.068,0.0593,0.063,Botteville,327889351,180,0,21,0,0,Infinity,39,0
34415,328591737,1.0631,0.0717,0.1151,0.0468,0.049,79.97.18.113,328593612,0,0,17,1,0,0,0,0
15047,328683368,1.1382,0.042,0.0869,0.0582,0.0618,Cmr08,328695093,1,0,126,0,0,0.22592226,184,0
30896,329195271,1.1316,0.0637,0.0919,0.04,0.0417,Una Smith,329196813,162,0,22,1,0.019417476,0.018041007,18,0
45869,329291839,1.1123,0.0762,0.1732,0.1165,0.1319,Walter Edmonds,329460583,78,0,32,1,0,0,0,0
24648,325951814,1.1295,0.0268,0.049,0.0589,0.0626,216.178.86.117,326930797,47,1,10,1,0,Infinity,21,0
34401,323578761,1.0715,0.0641,0.1227,0.0937,0.1033,Vincentkhm,328503571,37,0,0,0,0,Infinity,23,0
1221,328179933,1.1355,0.0418,0.0698,0.0678,0.0727,Lozleader,328209150,3,0,31,0,0,0.122341186,23,0
7478,300180744,1.1349,0.0525,0.0727,0.0636,0.0678,Johnluisocasio,328601980,144,0,0,0,0,0.07076831,35,0
21559,326845017,1.0649,0.0393,0.0714,0.0581,0.0617,Marek69,326845109,11,0,110,0,0,0.08221727,32,0
10714,329684181,1.0711,0.0208,0.047,0.0447,0.0468,Proofreader77,329710021,8,0,217,0,0,1.03E-05,114,0
31535,329144316,1.0718,0.0414,0.084,0.0865,0.0947,Johnny Cade,329144613,4,0,31,1,0,0.1276232,97,0
27223,329572868,1.1145,0.0077,0.0273,0.0511,0.0539,82.9.4.131,329575508,2151,0,26,1,0.012195122,0.040102698,12,0
2712,328167636,1.1396,0.0541,0.1294,0.0946,0.1044,76.119.221.64,328362574,49,0,33,1,0,Infinity,14,0
11263,328077470,1.0826,0.0584,0.1438,0.0921,0.1015,94.123.202.59,328077515,2,0,31,1,0,0.004484765,23,0
26899,327768295,1.154,0.0306,0.0589,0.0479,0.0504,92.0.192.244,327768457,7,0,18,1,0,0.07129416,18,0
12789,327690846,1.0573,0.0345,0.0549,0.0776,0.0841,Contaldo80,327690886,2,0,131,0,0.015384615,1.82E-04,15,0
19524,262758609,1.1355,0.028,0.0499,0.056,0.0593,Rich Farmbrough,328482077,16,0,74,1,0,0.53674537,24,0
18818,320782877,1.1409,0.0241,0.0439,0.093,0.1025,YUL89YYZ,329267829,21,0,118,0,0,Infinity,13,0
30248,326451043,1.1289,0.0239,0.0779,0.0503,0.053,82.11.242.29,328478418,3,0,24,1,0,0.003673575,60,0
34917,311484231,1.1224,0.0987,0.1413,0.107,0.1197,Rhvanwinkle,329738817,20,0,0,0,0,Infinity,20,0
27125,327312010,1.0832,0.041,0.0754,0.0605,0.0644,Rodw,327314447,12,0,30,0,0,Infinity,14,0
23201,328836773,1.1429,0.0498,0.089,0.0686,0.0736,Finetooth,328838530,5,0,48,0,0,Infinity,92,0
19656,328435013,1.132,0.0435,0.0766,0.1207,0.1372,92.43.6.149,328435359,62,0,0,1,0,0,0,0
9414,328147027,1.099,0.0346,0.0635,0.0858,0.0939,209.244.42.187,328147144,16,0,15,1,0.009433962,6.92E-04,69,0
9367,323715367,1.1267,0.0892,0.1279,0.1024,0.1141,Duch,329065138,16,0,6,0,0,Infinity,8,0
4881,326720385,1.13,0.039,0.107,0.0708,0.0762,202.89.147.120,327182600,53,0,11,1,0,0.39100662,137,0
35706,328963382,1.1324,0.0593,0.1241,0.1091,0.1224,Keithbob,329088640,91,0,25,0,0,0.05365788,22,0
38756,329567486,1.1058,0.0515,0.0766,0.0709,0.0763,Quale,329624531,19,0,44,0,0,0,0,0
4432,324125650,1.1426,0.0141,0.0306,0.0616,0.0656,8855.notknown,329538075,299,0,4,1,0,Infinity,24,0
41174,329903863,1.1175,0.0321,0.0621,0.0463,0.0485,Cerme,329911865,351,0,14,0,0.003496503,Infinity,92,0
16409,324826440,1.1282,0.081,0.0969,0.1376,0.1596,115.147.109.103,328577267,12,0,0,1,0,Infinity,11,0
40531,327503570,1.158,3.00E-04,0.0446,0.0782,0.0848,87.7.237.245,328284441,24,0,11,1,0,Infinity,35,0
23525,328408301,1.1258,0.0447,0.0762,0.0727,0.0784,Metamorfoso,328583890,59,0,0,0,0,Infinity,12,0
16646,328147887,1.1188,0.0516,0.0781,0.1008,0.112,67.224.254.211,328148001,2,0,12,1,0.013605442,0.00118651,30,0
6588,328459175,1.1227,0.0535,0.1514,0.1187,0.1344,Bfitzy7,328459300,0,0,0,0,0,0,0,0
24389,328996274,1.1197,0.0394,0.0779,0.0649,0.0694,76.126.163.13,329289427,1,0,10,1,0,1.63E-04,43,0
45479,329162129,1.1322,0.0547,0.1146,0.0635,0.0677,74.60.202.155,329162206,5,0,28,1,0,Infinity,10,0
20324,327484861,1.0776,0.0302,0.1219,0.0327,0.0338,Rjwilmsi,329947332,58,0,54,0,0,Infinity,59,0
42656,327228820,1.1411,0.0667,0.1204,0.0802,0.0871,68.153.253.251,327233050,0,0,0,1,0,0,18,0
17511,327461538,1.144,0.0437,0.0727,0.0526,0.0555,67.230.192.5,327495610,19,1,0,1,0.012195122,0.026075903,21,0
17624,329021751,1.1572,0.0052,0.3505,0.0125,0.0127,67.188.245.19,329242044,15476,0,0,1,0,3.5115454,0,0
36042,327622988,1.0634,0.0235,0.0655,0.0954,0.1055,Tedickey,327636507,1,0,106,0,0,2.38E-04,63,0
23734,321422038,1.1287,0.009,0.0567,0.1186,0.1345,Bablind,327991493,14,0,14,0,0,Infinity,44,0
28940,329018227,1.1207,0.0391,0.0752,0.1091,0.1224,Brunoptsem,329018291,15,0,18,0,0,0,0,0
35448,329171759,1.1256,0.0099,0.0217,0.0689,0.074,69.26.115.151,329447995,7,0,24,1,0.029850746,0.001852958,10,0
7289,326750034,1.1324,0.0184,0.0516,0.1022,0.1138,Meggie88,326904571,1,0,0,0,0,7.85E-05,19,0
9333,323784419,1.1263,0.0469,0.057,0.1185,0.1344,Philip Baird Shearer,327377560,80,0,199,1,0,1.4157668,7,0
24359,323052354,1.1192,0.0463,0.1018,0.0599,0.0637,Stepheng3,328756914,8,0,11,0,0,Infinity,66,0
24600,327925142,1.1229,0.018,0.0972,0.1315,0.1511,Chuunen Baka,327927271,12,0,15,1,0,1.3495077,8,0
38065,306321171,1.1463,0.0199,0.0634,0.094,0.1036,Hmains,327066072,25,0,93,0,0,Infinity,25,0
10807,327189318,1.1151,0.0483,0.0977,0.0778,0.0844,Ibanez Guy,327189478,5,0,16,1,0,Infinity,16,0
8737,326388398,1.0635,0.0339,0.0511,0.0601,0.064,78.162.168.115,328829520,16,0,0,1,0,0.010491835,19,0
38355,328074799,1.0746,0.0429,0.0779,0.0555,0.0587,Freekra,328074969,2,0,16,0,0.007843137,4.95E-05,82,0
14111,329929467,1.078,0.0364,0.0742,0.0808,0.0879,SE7,329980400,51,0,128,0,0,Infinity,18,0
17499,327306279,1.0664,0.0118,0.0431,0.0344,0.0356,67.197.169.162,328091892,770,1,57,1,0,1.3164406,8,0
9763,327262971,1.1409,0.0488,0.0826,0.093,0.1025,Atomicloonybin,329031354,176,0,48,0,0,Infinity,13,0
7628,329059285,1.1374,0.0253,0.0429,0.0568,0.0602,Akerbeltz,329124534,27,0,53,0,0,Infinity,34,0
40472,314471742,1.1025,0.0218,0.0411,0.0895,0.0982,167.83.101.28,327425754,9,0,18,1,0,0.00674233,15,0
5364,324922060,1.1267,0.033,0.0477,0.0448,0.0469,24.118.142.115,329807734,40,0,14,1,0,Infinity,12,0
42387,329875558,1.1381,0.0425,0.0494,0.1139,0.1285,Dormskirk,329913606,239,0,7,0,0,0.7630076,9,0
34713,323358947,1.0928,0.0473,0.0883,0.0766,0.0829,Redtigerxyz,327807358,0,0,4,0,0,0,45,0
19536,327964042,1.1307,0.0228,0.04,0.088,0.0964,70.171.238.187,328646375,25,0,23,1,0,0,0,0
38148,321143959,1.1263,0.0078,0.0458,0.0914,0.1005,Bruceyeon,328339750,1,0,15,0,0,Infinity,11,0
31104,328445854,1.1336,0.0221,0.0374,0.0826,0.09,Neutrality,328446144,0,0,0,0,0,0,0,0
18265,297138715,1.1192,0.0324,0.0747,0.0806,0.0876,Chris G,327102970,0,0,36,1,0,0.23728831,84,0
15901,329101236,1.2025,0.0417,0.0417,0.1667,0.1905,Pasub,329101656,1,0,0,0,0,0.01192935,11,0
41160,327767220,1.0537,0.0456,0.0959,0.0685,0.0735,94.66.81.135,327792713,38,0,68,1,0,Infinity,68,0
7438,327569185,1.0727,0.0527,0.1115,0.0603,0.0642,Masem,327573453,889,0,119,0,0.006849315,Infinity,21,0
12986,327562806,1.1101,0.0465,0.094,0.0606,0.0645,216.239.19.23,327562854,2,0,0,1,0.00913242,1.94E-04,57,0
19949,328981840,1.0882,0.0218,0.0395,0.0368,0.0382,99.140.208.185,329066998,103,0,54,1,0,1.9185711,6,0
2122,328679916,1.1055,0.0444,0.0985,0.062,0.0661,Jamesbanesmith,328680302,16,0,10,0,0.008064516,4.25E-04,98,0
703,317630651,1.132,0.036,0.0747,0.0898,0.0987,Cordless Larry,327276831,187,0,16,1,0,Infinity,24,0
31836,325943786,1.1303,0.0408,0.0708,0.0875,0.0959,Jevansen,329647407,18,0,143,0,0,0.002793632,17,0
12312,325544044,1.134,0.0191,0.0417,0.0403,0.042,72.179.38.226,327832881,4,0,0,1,0,0.039666675,19,0
12004,328507273,1.1255,0.0372,0.072,0.0921,0.1014,Carlossfsu,328508231,0,0,16,0,0,0,0,0
14350,329960489,1.1166,0.0678,0.127,0.1344,0.1553,Vince Steel,329960674,0,0,0,1,0,0,0,0
15381,302714978,1.1122,0.0932,0.1518,0.0923,0.1016,Angelo.romano,329032833,2,0,11,1,0,Infinity,9,0
33029,328333408,1.1274,0.1475,0.1884,0.082,0.0892,Rich Farmbrough,328887480,0,0,74,1,0,0,9,0
34566,327240766,1.1237,0.0491,0.1546,0.0992,0.1099,Gabagool,327241155,26,0,0,0,0,Infinity,19,0
17558,327542608,1.1135,0.0518,0.1016,0.071,0.0764,24.83.78.81,327543434,22,1,0,1,0,0.01354504,9,0
16325,328406097,1.0879,0.025,0.0467,0.0466,0.0488,JonHarder,329022389,115,0,65,0,0,Infinity,87,0
26962,321086658,1.1175,0.0529,0.1221,0.0686,0.0736,Josh Parris,328704557,0,0,81,1,0,0,0,0
583,326029643,1.1567,0.0278,0.0566,0.0627,0.0669,202.150.63.35,327408389,161,0,24,1,0,Infinity,11,0
6498,329978888,1.0534,0.0592,0.1099,0.0737,0.0795,Thatguyflint,329978926,8,0,132,0,0,Infinity,15,0
7271,329544108,1.1278,0.0471,0.1173,0.1227,0.1398,Mollica93,329545101,2,0,29,0,0,Infinity,2,0
6387,327063798,1.1452,0.0098,0.0433,0.0569,0.0603,Guinn.matthew,327064262,83,0,0,1,0,Infinity,11,0
4546,326034432,1.0766,0.0363,0.068,0.0639,0.0683,99.41.71.222,326973084,0,0,12,1,0,2.76E-05,157,0
22598,327180888,1.0936,0.0543,0.0946,0.1041,0.1161,Rossrs,328571121,8,0,27,0,0,0.05756901,30,0
10895,325899389,1.1446,0.0504,0.1342,0.128,0.1467,New World Man,329904774,10,0,0,1,0,0.070413195,24,0
23987,327364163,1.133,0.0715,0.1085,0.0879,0.0963,128.175.114.122,327364456,92,0,0,1,0,0.003629815,69,0
37014,328215617,1.1263,0.0421,0.0653,0.0957,0.1058,92.4.60.243,328288291,84,0,0,1,0,Infinity,17,0
10561,326810853,1.109,0.0723,0.1123,0.0657,0.0703,Softjuice,326810932,9,0,0,0,0,0.33463338,163,0
22424,326888396,1.1056,0.0439,0.0673,0.1144,0.129,Joao Xavier,326890105,48,0,6,1,0,Infinity,14,0
8471,327301172,1.1457,0.051,0.0896,0.0898,0.0987,68.90.11.140,327558964,75,0,0,1,0,0,0,0
6491,327095396,1.1073,0.0179,0.0375,0.0927,0.1021,JK-RULZ,327473522,31,0,75,1,0,Infinity,149,0
4739,328257847,1.1494,0.0053,0.034,0.0571,0.0606,71.199.11.47,328397738,2,0,48,1,0,4.60E-04,17,0
32376,327182380,1.0496,0.0129,0.0358,0.0426,0.0445,Binksternet,327194428,8,0,183,0,0,1.11E-04,26,0
24281,328214306,1.1403,0.0417,0.0697,0.0568,0.0602,Zeilensprung,328214438,8,0,22,0,0.005882353,0.7285177,17,0
37398,328098290,1.1319,0.0707,0.1,0.0885,0.097,Acad Ronin,328098660,7,0,21,1,0,Infinity,9,0
18572,326625440,1.1325,0.0477,0.0887,0.061,0.065,Rich Farmbrough,326904101,1,0,55,1,0,0.4098524,64,0
30662,327811680,1.1128,0.0486,0.0979,0.1745,0.2113,202.129.233.223,327811710,1,0,0,1,0,3.92E-06,21,0
25936,327215109,1.0744,0.0093,0.0994,0.1392,0.1616,TrueColour,327215253,1,0,2,0,0,Infinity,1,0
30123,326728541,1.1316,0.0132,0.0662,0.0629,0.0671,Nickeyrc,327553825,38,0,16,0,0,Infinity,8,0
45854,312956960,1.1185,0.0346,0.0815,0.087,0.0952,Chris G,327625917,0,0,36,1,0.019230769,0.33283904,84,0
29054,328742211,1.1263,0.0421,0.0652,0.0756,0.0817,Pportia,328742362,1,0,0,0,0.005291005,1.56E-06,66,0
5218,326908334,1.1049,0.0638,0.0906,0.0812,0.0883,Ash,326908652,70,0,30,0,0,Infinity,77,0
20410,326775678,1.1441,0.078,0.0978,0.0749,0.0808,Doh286,326775793,0,0,0,0,0,0.16479184,10,0
39931,328631548,1.1232,0.0379,0.09,0.0962,0.1063,Grande13,328636105,1,0,30,0,0,0.057158414,6,0
3885,329771416,1.1373,0.0321,0.0929,0.067,0.0717,Joelmustang,329771622,13,0,20,0,0,Infinity,27,0
10411,328062066,1.0587,0.0597,0.175,0.1364,0.1579,Varlaam,329082097,5,0,43,0,0,Infinity,17,0
35368,329307959,1.0905,0.0536,0.0793,0.0402,0.0419,Fratrep,329698949,17,0,99,0,0.01010101,0.07295242,69,0
7244,329091576,1.0986,0.031,0.0534,0.0625,0.0667,67.241.46.111,329091635,15,0,119,1,0,0.3728056,12,0
19689,327751882,1.1468,0.026,0.0657,0.0449,0.047,Figureskatingfan,327757450,1104,0,40,0,0.00877193,0.11179954,56,0
25885,323549098,1.1443,0.0275,0.075,0.15,0.1765,Mlaffs,329966228,0,0,51,0,0,0,13,0
32781,327382336,1.1322,0.0781,0.1132,0.0731,0.0788,Hmains,327972279,6,0,104,0,0,0.27885276,16,0
16633,327500659,1.1374,0.0065,0.0335,0.1269,0.1453,75.139.136.243,327500697,9,1,12,1,0,0.55799216,3,0
45588,328961685,1.1162,0.0417,0.1225,0.1251,0.1429,Fisherjs,329916747,6,0,31,0,0,0.021617278,12,0
32683,327596304,1.1284,0.0515,0.0943,0.0624,0.0665,72.18.114.95,329603639,0,0,11,1,0.046875,6.64E-05,73,0
42552,325851184,1.074,0.026,0.0484,0.0415,0.0433,Anypodetos,327450386,0,0,40,0,0,0.135539,10,0
29681,327902001,1.1367,0.028,0.0739,0.0624,0.0666,Stonemason89,327902085,0,0,0,0,0,0,10,0
26759,327113475,1.0624,0.1,0.1504,0.0853,0.0932,86.154.148.70,327130105,0,0,0,1,0,0,13,0
32828,327364974,1.0735,0.0267,0.0843,0.065,0.0696,A Stop at Willoughby,327365355,34,0,65,1,0,0,0,0
32597,329771999,1.1455,0.0117,0.0166,0.0386,0.0401,DoktorPox,329774726,0,0,122,0,0,0.09922496,13,0
19250,324461631,1.128,0.0795,0.1325,0.0655,0.07,118.209.110.131,327088702,0,0,0,1,0,Infinity,11,0
39928,328683092,1.1323,0.0373,0.1004,0.0992,0.1102,71.55.62.144,328718885,0,0,38,1,0,0,0,0
31200,323128458,1.1422,0.0194,0.0421,0.0683,0.0732,Oldbugr,328356385,22,0,16,0,0.333333333,Infinity,8,0
5481,299978679,1.1276,0.0745,0.1027,0.0951,0.105,Connormah,327992457,3,0,0,0,0,0.22314355,10,0
35989,328527395,1.1206,0.0408,0.0757,0.0829,0.0903,Ekabhishek,328527475,16,0,12,0,0,0.077709064,53,0
12536,328403197,1.1068,0.1158,0.1519,0.0899,0.0987,Mercurywoodrose,328403698,12,0,0,0,0,0.022616325,13,0
40547,327290267,1.1411,0.0345,0.0782,0.107,0.1194,CeeGee,327330256,8,0,8,0,0,Infinity,29,0
21925,327258138,1.0371,0.071,0.1093,0.0585,0.0621,Jonjermey,327258189,1,0,27,0,0,3.04E-06,173,0
7243,328171875,1.0608,0.0443,0.0818,0.0691,0.0743,77.127.209.235,328195546,11,0,0,1,0.021691974,1.68E-04,127,0
6994,327284524,1.0661,0.0156,0.0552,0.0721,0.0777,Rjwilmsi,328032660,13,0,79,0,0,0.001009132,47,0
9323,326966711,1.1292,0.0212,0.0609,0.0674,0.0722,Bongomatic,327030255,11,0,21,0,0,0,0,0
36655,329184394,1.1343,0.039,0.0854,0.0799,0.0869,Tom Danson,329543241,25,0,21,1,0,Infinity,14,0
40239,315803349,1.0973,0.0093,0.0354,0.1097,0.1232,GIGAS JRC,327892662,2,0,62,1,0,Infinity,11,0
42940,326729627,1.0636,0.021,0.0457,0.0513,0.0541,Zazaban,326860938,0,0,172,0,0,0,0,0
38287,327427612,1.0644,0.018,0.1014,0.0272,0.0279,ARUNKUMAR P.R,327427682,4,0,118,1,0,0.41947764,39,0
20834,299316960,1.136,0.0049,0.0415,0.0794,0.0863,Shirulashem,326844318,33,0,90,0,0,Infinity,26,0
8324,328073996,1.1176,0.0282,0.0588,0.0723,0.078,Ekabhishek,328074047,3,0,12,0,0,8.47E-04,41,0
43232,287795292,1.1303,0.031,0.0596,0.0908,0.0999,121.219.132.205,329216091,12,0,0,1,0,0.19741878,16,0
8168,328082663,1.1271,0.0933,0.1408,0.103,0.1147,Jmorrison230582,328109127,6,0,58,0,0,0.22523864,17,0
41739,327607057,1.1263,0.0473,0.0735,0.157,0.1861,Trickytext,328017162,32,0,0,0,0,Infinity,10,0
32309,329053365,1.1183,0.0682,0.111,0.0821,0.0893,Cladu1u,329882359,2,0,0,0,0,Infinity,10,0
16567,327514572,1.1792,0.0183,0.1282,0.1339,0.1538,EarthBoundX5,327526294,18,0,25,0,0,0.24531591,18,0
37555,329189009,1.0972,0.0513,0.1006,0.0479,0.0504,86.133.43.235,329967543,435,0,18,1,0.027027027,Infinity,11,0
23461,326934939,1.1396,0.1081,0.2002,0.1615,0.1926,112.203.35.241,327047784,0,0,34,1,0,0,15,0
11841,324802392,1.1097,0.0233,0.051,0.0566,0.06,76.122.105.78,327195634,559,0,18,1,0.010344828,Infinity,12,0
1688,329766417,1.0463,0.0139,0.0762,0.0764,0.0827,Zink Dawg,329959128,85,0,6,1,0,Infinity,16,0
22723,328599394,1.1362,0.056,0.094,0.0739,0.0797,Jnevison,328600110,18,0,0,0,0,Infinity,18,0
38387,327043498,1.1493,0.0822,0.2293,0.1824,0.2231,98.224.53.12,327043619,10,0,34,1,0,Infinity,5,0
20969,327382066,1.0705,0.0482,0.105,0.0739,0.0798,Folantin,327464242,0,0,149,0,0,0,0,0
36780,328800541,1.1428,0.0375,0.0771,0.1237,0.1412,173.81.182.46,329073391,4,0,0,1,0,0.10035404,20,0
24492,327970983,1.0752,0.0279,0.0799,0.0828,0.0903,119.12.44.181,327992622,21,1,16,1,0.0125,Infinity,12,0
7421,330084708,1.0811,0.0268,0.058,0.0483,0.0507,Arpingstone,330088855,0,0,148,0,0,0,0,0
21305,327999656,1.0949,0.0459,0.083,0.0923,0.1017,Nogareaux,327999714,4,0,41,0,0.035087719,0.002629969,54,0
36960,326914183,1.1228,0.0317,0.0594,0.073,0.0787,Teinesavaii,329173305,25,0,8,0,0,Infinity,25,0
23096,328554976,1.1301,0.0567,0.11,0.0977,0.1083,Gersracing,328555099,1,0,116,0,0,0.17913476,27,0
17289,328343272,1.0944,0.0481,0.1194,0.1158,0.131,I S2009,328353935,39,0,0,1,0,Infinity,39,0
23937,327881572,1.1387,0.032,0.0491,0.1446,0.169,Geregen2,327882521,2,0,19,0,0,0.09872089,7,0
12686,327420716,1.1489,0.1228,0.2281,0.1778,0.2105,Closedmouth,327420782,100,0,154,0,0,Infinity,19,0
6754,328168503,1.1443,0.0238,0.0847,0.0612,0.0652,LordBelly06,328169199,70,0,12,0,0,Infinity,11,0
37086,329023339,1.1343,0.0355,0.0607,0.0687,0.0738,Fireball57Eng,329449007,45,0,30,0,0,Infinity,8,0
25246,328663201,1.1454,0.0516,0.1161,0.0978,0.1084,209.203.85.165,328663528,5,0,31,1,0,Infinity,29,0
10932,330076444,1.1342,0.0646,0.1367,0.0899,0.0988,79.220.185.160,330096890,21,0,19,1,0,0.49270707,5,0
43156,329162138,1.1448,0.0866,0.1539,0.05,0.0526,A Stop at Willoughby,329169417,48,0,6,1,0,Infinity,20,0
4265,328112410,1.1375,0.0241,0.0588,0.058,0.0616,Master Thief Garrett,328124564,9,0,39,1,0,0.24459863,10,0
24384,326526048,1.0881,0.1003,0.1628,0.0814,0.0886,69.126.8.65,327315841,0,0,0,1,0,Infinity,9,0
9471,328599032,1.0957,0.0364,0.0736,0.0473,0.0496,Ergative rlt,328668607,0,0,25,1,0,0.04370199,20,0
34896,320720120,1.1443,0.0358,0.0499,0.0648,0.0693,Peter Horn,326563798,4,0,37,1,0,0.13996683,18,0
4763,327639735,1.1298,0.0033,0.0494,0.102,0.1135,MrOllie,327673279,87,0,96,0,0,0,0,0
14465,329791389,1.1201,0.0379,0.0878,0.1247,0.1424,71.20.29.74,329799124,1,0,0,1,0,0.028609725,18,0
13597,270461494,1.1401,0.025,0.0508,0.0496,0.0522,Ldezem,328070682,33,0,0,0,0,Infinity,20,0
24141,329440084,1.0793,0.0337,0.0758,0.0617,0.0657,Firestorm566,329803469,0,0,24,0,0.005882353,0,46,0
16166,327592344,1.0601,0.059,0.0967,0.0531,0.0561,142.29.105.22,327755167,40,1,18,1,0.025423729,Infinity,18,0
7112,327231420,1.0997,0.0589,0.1067,0.0721,0.0777,70.20.224.225,327231564,221,1,197,1,0,Infinity,44,0
22035,329902663,1.0671,0.0522,0.094,0.0623,0.0664,Monkeyassault,329944769,1476,0,172,0,0.033472803,0.07335089,132,0
13538,327795906,1.1039,0.0251,0.0591,0.0591,0.0629,PresN,328837910,33,0,79,0,0,1.2419031,17,0
26627,326820450,1.0351,0.009,0.0388,0.0827,0.0901,Rama,326905999,0,0,152,0,0,0,0,0
42086,328256182,1.0953,0.0377,0.0812,0.0671,0.072,78.148.164.224,329973128,63,0,0,1,0,0.002755474,94,0
30412,329291585,1.0846,0.052,0.1075,0.1425,0.1661,Kolins,329291794,2,0,20,0,0,0.21044119,41,0
21161,328269524,1.0798,0.042,0.0822,0.0514,0.0542,Piano non troppo,328270346,0,0,115,1,0,0,0,0
34375,326081407,1.1345,0.0304,0.0496,0.0889,0.0976,Abandonedhero,326563931,20,0,41,0,0,Infinity,11,0
36650,328391343,1.1384,0.0309,0.0676,0.0552,0.0584,TheHeartbreakKid15,328391582,4,0,14,0,0,1.05E-04,14,0
41338,326559192,1.1111,0.1341,0.1809,0.182,0.2224,Angry bee,327426018,1,0,25,1,0,0.001177177,9,0
11474,325723892,1.1234,0.0344,0.0606,0.0499,0.0525,Vegaswikian,328120716,0,0,11,0,0,0,0,0
14342,327852127,1.1277,0.0689,0.0939,0.0686,0.0736,Kernel Saunters,327860587,35,0,110,1,0,Infinity,17,0
17358,327237000,1.1347,0.0424,0.1,0.0471,0.0495,Oren0,327237229,60,0,53,0,0,Infinity,116,0
17083,299982632,1.133,0.021,0.1519,0.0347,0.0359,12.147.125.5,327968350,27,1,0,1,0.027777778,Infinity,28,0
6652,327907993,1.1337,0.0221,0.0519,0.0493,0.0518,Ukexpat,327908264,44,0,128,0,0,Infinity,19,0
32763,327681613,1.074,0.1562,0.2321,0.0903,0.0992,Chazerizer,327681740,94,0,20,0,0,Infinity,57,0
10435,329286140,1.095,0.0044,0.0385,0.0328,0.0339,86.167.251.51,329286355,14,0,16,1,0,0,0,0
12487,321305620,1.1296,0.0554,0.0869,0.164,0.196,Rich Farmbrough,328482673,7,0,74,1,0,Infinity,16,0
15792,128441990,1.1671,0.0041,0.0229,0.0259,0.0266,Rharms,328355341,17,0,43,0,0,Infinity,63,0
2824,318827833,1.1507,0.022,0.0487,0.1005,0.1115,Oddbjorn,329042691,52,0,57,0,0,0.22233978,13,0
37289,104031438,1.2781,0.05,0.1,0.5263,1,60.254.3.11,327326386,33,0,0,1,0,Infinity,9,0
16017,327806685,1.0888,0.1015,0.1439,0.0623,0.0664,Jatlas,327807436,194,0,74,0,0.008510638,Infinity,79,0
30800,326981840,1.0467,0.0194,0.0502,0.0652,0.0698,Thatpyrokid,327062646,0,0,0,0,0,0.015420404,31,0
18837,329040675,1.1393,0.0679,0.1073,0.0756,0.0818,Reedmalloy,329041062,114,0,16,0,0.018181818,Infinity,21,0
31249,327216519,1.0973,0.0432,0.0823,0.0639,0.0682,Buzzzsherman,327216838,12,0,44,0,0.016759777,7.66E-05,77,0
16316,327936299,1.1185,0.0694,0.1394,0.0721,0.0777,208.42.9.99,327936682,158,0,16,1,0.003205128,0.8336755,113,0
17545,326741426,1.1263,0.0272,0.0499,0.046,0.0482,209.217.122.179,326741495,26,1,0,1,0,0.07260198,9,0
7797,326835783,1.0653,0.0128,0.0416,0.0698,0.0751,Ryulong,327206067,195,0,29,0,0.041666667,0.056634292,63,0
43942,327487005,1.0572,0.0186,0.0461,0.0407,0.0425,216.159.47.25,327487850,15,1,11,1,0,Infinity,21,0
39862,327163041,1.1496,0.0438,0.1614,0.1317,0.1516,HonorTheKing,328658892,2,0,18,0,0.019230769,4.32E-04,14,0
8070,326765665,1.103,0.049,0.1033,0.0729,0.0786,95.45.227.63,327561082,3,0,10,1,0,1.36E-04,21,0
24072,327171427,1.139,0.0457,0.1401,0.0702,0.0755,90.186.187.76,327320768,91,0,169,1,0,0.007535232,12,0
