Anonymous,articleid,articletitle,bad_words,category,character_diversity,class,comment_len,digit_ratio,editid,editor,longest_Word,newrevisionid,non_alpha_numeric_ratio,oldrevisionid,size,size_increment,upper_to_all,upper_to_lower,vulgar_word_ratio,word_count
1,6103842,0,0.0,Category:All articles with unsourced statements,1.0247,0,13,0.0492,34170,60.49.90.168,23.0,329448268,0.0906,329232130,36048.0,41,0.0715,0.077,0.0,4867.0
0,1448319,0,0.0,Category:1994 video games,1.0573,1,131,0.0345,34197,Contaldo80,15.0,327690756,0.0549,327690722,24906.0,18,0.0774,0.0839,0.014925373,2829.0
1,53878,0,0.0,Category:Articles containing Arabic-language text,1.1187,0,7,0.0015,34260,Flying Saucer,0.0,327480987,0.0978,320605755,153960.0,11,0.1816,0.2217,0.0,16302.0
1,2236909,0,0.0,Category:All articles with dead external links,1.1276,0,0,0.022,34267,71.245.9.228,16.0,328259382,0.0403,324876330,32802.0,132,0.0528,0.0558,0.0,3899.0
0,4329911,0,0.0,Category:Articles with German-language sources (de),1.0861,0,11,0.0679,34276,Gmags2003,0.0,327751048,0.1386,327750529,5521.0,0,0.0979,0.1085,0.0,629.0
0,11610207,0,0.0,Category:All articles needing additional references,1.1286,1,0,0.036000000000000004,34277,Spellcast,18.0,329796652,0.0859,329610239,4216.0,398,0.0727,0.0784,0.025974026,437.0
0,2766632,0,0.0,Category:All articles containing potentially dated statements,1.1057,0,168,0.0699,34301,PeeJay2K3,5.0,328570838,0.1093,328513721,37065.0,129,0.0794,0.0862,0.0,3679.0
1,341377,0,0.0,Category:1963 establishments in Japan,1.0666,0,135,0.0413,34304,M.nelson,11.0,326931225,0.0738,326930841,59970.0,1,0.0752,0.0813,0.0,6265.0
0,2343946,0,0.0,Category:1954 establishments in Indiana,1.1223,0,0,0.0653,34321,El3ctr0nika,12.0,329750691,0.1449,329750596,26303.0,12,0.084,0.0915,0.0,2788.0
0,6321,0,0.0,Category:1982 establishments in the United Kingdom,1.1081,0,82,0.0528,34342,Eustress,15.0,327042339,0.1002,326992278,73956.0,4,0.0635,0.0678,0.0,8101.0
1,11076720,0,0.0,Category:Prostitution in Rhode Island,1.1307,0,7,0.0758,34351,Jimbo online,15.0,328877765,0.1047,328860562,32474.0,2,0.1144,0.1291,0.0,3395.0
0,59084,0,0.0,Category:1987 establishments in the United States,1.1509,0,180,0.1144,34390,BrownHairedGirl,19.0,327802116,0.1766,296728040,103873.0,2,0.086,0.0941,0.0,10787.0
0,20242197,0,0.0,Category:All articles needing additional references,1.1347,0,0,0.0603,34425,Enea95,76.0,329942175,0.0773,329687292,3829.0,0,0.1473,0.1727,0.0,285.0
0,17959049,0,0.0,Category:1946 establishments in the United States,1.1312,1,11,0.0356,34434,D3gtrd,25.0,328577737,0.0759,323116213,18092.0,289,0.077,0.0834,0.010869565,800.0
0,7333042,0,0.0,Category:1986 births,1.1359,0,42,0.0634,34435,Mjroots,0.0,327472138,0.1104,327471623,21735.0,0,0.0708,0.0762,0.0,1627.0
1,6535752,0,0.0,Category:Articles with hCards,1.1228,0,0,0.0454,34436,66.66.222.185,15.0,327668917,0.0601,327668811,7344.0,13,0.07,0.0753,0.0,601.0
0,1892339,0,0.0,Category:1989 births,1.0784,0,123,0.0438,34465,Alansohn,16.0,327784143,0.0789,327784034,17997.0,125,0.0799,0.0868,0.0,1562.0
0,54510179,0,0.0,Category:2017 albums,1.1296,0,28,0.0391,34472,Northvistaalumni,10.0,327429480,0.0874,327428706,46261.0,10,0.0858,0.0939,0.0,2678.0
0,8538634,0,0.0,Category:1984 births,1.1148,0,45,0.044,34473,Rod57,14.0,329972607,0.0844,326622971,16462.0,22,0.0754,0.0815,0.0,1176.0
1,13410183,0,0.0,Category:1992 Major League Baseball season,1.0694,0,93,0.054000000000000006,34508,Michal Nebyla,122.0,328054662,0.1046,327723598,12080.0,1,0.0749,0.0809,0.0,378.0
1,2570455,0,0.0,Category:1996 establishments in Washington (state),1.1097,1,18,0.0233,34510,76.122.105.78,12.0,327195634,0.051,324802392,17810.0,559,0.0566,0.06,0.010344828,1500.0
0,1469671,0,0.0,Category:Articles with Geo,1.1293,0,19,0.0216,34515,Kylemew,14.0,328287588,0.0809,315047080,228314.0,1,0.099,0.1099,0.0,4111.0
0,27772,0,0.0,Category:All articles needing additional references,1.1341,0,13,0.0525,34521,Dmk321,16.0,328831516,0.14,328830555,25076.0,0,0.0974,0.1079,0.0,2851.0
1,18952511,0,0.0,Category:African protected area stubs,1.1308,0,40,0.0519,34525,Rich Farmbrough,19.0,326905840,0.0784,326593168,965.0,3,0.0903,0.0992,0.0,36.0
0,23923640,0,0.0,Category:2009 video games,1.135,1,0,0.0036,34549,Brambleclawx,20.0,327149624,0.0387,327149087,11057.0,39,0.0563,0.0597,0.008849558,989.0
1,25222111,0,0.0,Category:20th-century South Korean singers,1.086,1,11,0.0205,34579,207.109.163.38,10.0,329275956,0.0366,328951485,5241.0,59,0.06,0.0639,0.153846154,449.0
1,605783,0,0.0,Category:Aboriginal peoples of South Australia,1.1154,0,60,0.0586,34586,205.201.218.239,14.0,328855578,0.0788,325866185,46270.0,407,0.0738,0.0797,0.0,5269.0
0,24776694,0,0.0,Category:1908 establishments in Connecticut,1.1096,0,43,0.055,34605,Rcbutcher,16.0,328185635,0.0887,326766811,5721.0,43,0.0831,0.0906,0.0,571.0
0,18889315,0,0.0,Category:1928 births,1.3643,0,32,0.0769,34615,SchuminWeb,9.0,328102772,0.1538,328096986,4531.0,18,0.0833,0.0833,0.0,428.0
1,87890,0,0.0,Category:Ahasuerus,1.0616,0,113,0.0448,34620,Wiki Historian N OH,39.0,327976299,0.0782,327976211,70904.0,110,0.0775,0.084,0.0,9128.0
1,22291678,0,0.0,Category:1962 State Assembly elections in India,1.1462,0,0,0.0378,34625,121.217.229.236,104.0,328210986,0.0761,328210900,46941.0,12,0.0791,0.0858,0.0,762.0
0,12330092,0,0.0,Category:2007 establishments in South Korea,1.1289,0,136,0.0763,34654,Hu12,0.0,328418979,0.1184,328157373,140622.0,311,0.0752,0.0813,0.0,12100.0
0,97774,0,0.0,Category:1580s births,1.0717,0,22,0.0358,34655,McBrayn,18.0,327893090,0.0636,323619397,44889.0,44,0.0938,0.1034,0.0,5529.0
1,10526923,0,0.0,Category:Discographies of American artists,1.0497,0,12,0.0459,34693,86.41.84.40,19.0,326823349,0.0845,326814440,21995.0,285,0.0738,0.0797,0.0,251.0
1,17298868,0,0.0,Category:2000s biographical films,1.1282,1,19,0.0383,34701,Richard Arthur Norton (1958- ),14.0,328788101,0.0714,328787440,54466.0,689,0.0605,0.0644,0.025641026,5802.0
0,21667646,0,0.0,Category:Commons category link is on Wikidata,1.0896,1,20,0.0167,34721,Levineps,19.0,327131557,0.052000000000000005,326484291,1500.0,9,0.0811,0.0883,0.25,124.0
1,557698,0,0.0,Category:All articles needing additional references,1.1432,0,0,0.1095,34732,76.110.143.233,0.0,328142165,0.2194,258032360,17383.0,0,0.0387,0.0403,0.0,2159.0
1,1703664,0,0.0,Category:1907 births,1.1326,0,0,0.0216,34793,Visite fortuitement prolongée,27.0,328261879,0.0646,323171174,16590.0,44,0.0657,0.0703,0.0,1514.0
1,1686636,0,0.0,Category:1986 births,1.1305,0,18,0.008,34795,83.94.199.190,28.0,327461821,0.0416,326749418,11868.0,12,0.0307,0.0316,0.0,938.0
0,1962648,0,0.0,Category:CS1 maint: archived copy as title,1.1944,0,12,0.0049,34833,WikiDan61,19.0,327860255,0.0313,327857205,41320.0,35,0.0313,0.0323,0.0,2035.0
0,22210511,0,0.0,Category:1530s establishments in France,1.1234,0,30,0.0411,34842,AnonMoos,64.0,329452268,0.0983,305804823,106259.0,81,0.0441,0.0461,0.0,11447.0
1,210325,0,0.0,Category:All articles with dead external links,1.1202,0,153,0.0119,34849,83.172.123.71,11.0,327271248,0.0357,322059234,42150.0,49,0.0313,0.0323,0.0,4791.0
1,3499067,0,0.0,Category:Airports in Cornwall,1.0748,0,24,0.023,34851,75.50.110.101,8.0,328288227,0.0528,328288070,13212.0,0,0.0693,0.0744,0.0,889.0
0,6929942,0,0.0,Category:2006 National Football League season by team,1.1354,0,46,0.0359,34853,Candlewicke,0.0,327231762,0.0748,326519320,53239.0,0,0.0631,0.0673,0.0,5158.0
1,14277334,0,0.0,Category:2000s adventure films,1.1173,0,0,0.0595,34864,69.9.118.124,107.0,327141607,0.1366,327048250,67395.0,0,0.08199999999999999,0.0893,0.0,6788.0
0,1190250,0,0.0,Category:All articles containing potentially dated statements,1.1055,0,20,0.0312,34885,Asgardian,22.0,326866937,0.09,324944673,13416.0,335,0.0744,0.0804,0.0,1488.0
1,892918,0,0.0,Category:2000s in Cincinnati,1.1448,0,16,0.0819,34908,Preyas india,10.0,328585592,0.1726,328585538,21926.0,24,0.1017,0.1131,0.0,2603.0
1,25154204,0,0.0,Category:Countries at the FIFA World Cup,1.1244,0,0,0.0418,34918,Darius Dhlomo,10.0,327365312,0.0634,299409664,54822.0,147,0.0803,0.0872,0.0,1185.0
1,23676858,0,0.0,Category:1932 establishments in Switzerland,1.1381,0,81,0.0105,34962,Rich Farmbrough,27.0,329980483,0.0284,323185405,18101.0,0,0.0907,0.0996,0.0,757.0
1,59092173,0,0.0,Category:2018 films,1.1272,0,0,0.0405,34970,71.85.96.111,48.0,329244140,0.0801,248128130,3614.0,176,0.1226,0.1396,0.0,156.0
1,7783763,0,0.0,Category:Articles containing Serbian-language text,1.1158,0,60,0.0486,34971,Rich Farmbrough,99.0,329792112,0.1068,329608826,16694.0,1,0.0794,0.0862,0.0,1861.0
0,12924647,0,0.0,Category:All stub articles,1.1057,0,23,0.0689,35003,Ramomammah,51.0,327856894,0.0947,327856385,1137.0,87,0.0584,0.062,0.0,49.0
0,57658984,0,0.0,Category:2018 video games,1.1118,0,19,0.0147,35009,Jkm001,14.0,327373782,0.0446,327373590,15494.0,77,0.0501,0.0527,0.0,878.0
0,201082,0,0.0,Category:1829 births,1.1255,0,16,0.0372,35025,Carlossfsu,0.0,328508231,0.07200000000000001,328507273,31807.0,0,0.0921,0.1014,0.0,3852.0
1,2936018,0,0.0,Category:1900 establishments in France,1.117,0,76,0.0315,35035,216.232.47.103,0.0,327128723,0.0683,326711585,13935.0,0,0.0611,0.065,0.0,1336.0
0,57627,0,0.0,Category:1888 establishments in New York (state),1.1288,0,149,0.0106,35091,Angeldeb82,44.0,327411504,0.0383,327194663,97123.0,142,0.0513,0.0541,0.0,9795.0
0,13496288,0,0.0,Category:1954 births,1.0618,0,153,0.0312,35107,JimWae,0.0,329638859,0.0591,329599353,3788.0,2,0.044,0.046,0.0,371.0
0,15163778,0,0.0,Category:Articles with short description,1.1439,0,65,0.0021,35117,Alefu,76.0,326891906,0.0309,318711619,83693.0,29,0.1314,0.1509,0.0,1351.0
0,16312411,0,0.0,Category:2010s death metal album stubs,1.1217,0,32,0.0812,35118,Mbrady0014,14.0,329031845,0.1088,329031451,3961.0,133,0.1094,0.1228,0.0,230.0
0,854114,0,0.0,Category:All articles lacking sources,1.0993,0,0,0.0425,35130,Charvest,24.0,328368876,0.0833,321802535,10886.0,14,0.0744,0.0803,0.0,1114.0
0,26634164,0,0.0,Category:All articles with unsourced statements,1.0711,0,33,0.0158,35137,Saugatojas,9.0,328226421,0.0495,328217696,29631.0,1,0.0692,0.0743,0.0,2562.0
1,20501,0,0.0,Category:All articles lacking reliable references,1.133,0,0,0.0551,35159,68.144.81.76,14.0,328069089,0.1242,296622577,121502.0,2,0.0493,0.0519,0.0,13056.0
0,2923126,0,0.0,Category:2000s British LGBT-related drama television series,1.1613,0,26,0.0233,35168,Tassedethe,11.0,326925834,0.0465,326925716,131324.0,18,0.2619,0.3438,0.0,12472.0
1,2902423,0,0.0,Category:1920 births,1.0929,0,74,0.0977,35180,Rich Farmbrough,9.0,328109604,0.1292,325789836,38856.0,0,0.0862,0.0943,0.0,5124.0
0,11199686,0,0.0,Category:2010 video games,1.1365,0,50,0.1177,35194,Craiglduncan,5.0,329683266,0.1639,329468478,40420.0,9,0.0998,0.1108,0.0,4606.0
1,248975,0,0.0,Category:1943 ships,1.0603,0,10,0.018000000000000002,35217,66.126.37.10,0.0,326788911,0.067,326788677,15647.0,2,0.0575,0.061,0.0,1714.0
0,230107,0,0.0,Category:1909 establishments in Canada,1.1336,0,66,0.058,35239,Skinsmoke,19.0,327006498,0.1035,327005725,81474.0,34,0.0711,0.0766,0.0,8471.0
1,11192160,0,0.0,Category:1977 births,1.1364,0,0,0.0307,35254,128.189.205.89,60.0,327362330,0.0482,323155885,13266.0,18,0.0451,0.0473,0.0,1312.0
1,22830221,0,0.0,Category:1420s births,1.0635,0,20,0.0432,35280,79.65.123.65,72.0,327477473,0.0817,327338483,4631.0,93,0.0759,0.0821,0.0,233.0
1,720156,0,0.0,Category:Articles with short description,1.1202,0,4,0.07200000000000001,35284,All Hallows Wraith,13.0,327449986,0.1449,297118407,216518.0,2,0.1473,0.1726,0.0,157.0
0,28277636,0,0.0,Category:2004 software,1.1293,0,46,0.0305,35320,Huaiwei,11.0,327619108,0.099,326388989,6970.0,1,0.1576,0.1869,0.0,505.0
1,14100442,0,0.0,Category:1942 establishments in Virginia,1.0607,0,18,0.0366,35333,99.225.203.166,21.0,327577814,0.0681,327577712,12015.0,39,0.0466,0.0489,0.0,1264.0
0,403253,0,0.0,Category:1957 births,1.1027,0,15,0.0804,35334,Choster,20.0,326876685,0.1194,316966918,9138.0,36,0.0892,0.0979,0.0,890.0
1,19679192,0,0.0,Category:Articles containing Swedish-language text,1.1224,0,0,0.047,35349,68.48.145.200,16.0,329562372,0.1224,329451849,102178.0,1,0.1296,0.1487,0.0,3021.0
1,1155877,0,0.0,Category:All Wikipedia articles written in Canadian English,1.0987,1,0,0.0069,35367,122.177.235.13,12.0,329248267,0.0241,315877361,12373.0,4,0.0334,0.0346,0.015873016,930.0
0,25205093,0,0.0,Category:All stub articles,1.1268,0,0,0.0341,35369,Dbunkley6,10.0,327731542,0.0782,305894964,3465.0,47,0.0931,0.1026,0.0,101.0
1,20696264,0,0.0,Category:2006 Tour de France,1.1315,0,40,0.0368,35385,Sky Harbor,116.0,328047648,0.0644,328047439,23309.0,27,0.0751,0.0812,0.0,2608.0
1,476304,0,0.0,Category:1914 in sports,1.0986,0,44,0.0183,35390,24.57.142.229,24.0,327165381,0.0632,326937810,14056.0,0,0.0445,0.0466,0.0,1380.0
0,24717598,0,0.0,Category:1920s British sport aircraft,1.1404,0,196,0.0384,35392,GrantGannon,0.0,326803375,0.0706,326525954,7244.0,29,0.0725,0.0782,0.0,589.0
1,2045565,0,0.0,Category:All articles needing rewrite,1.0502,1,15,0.0328,35396,165.29.222.45,29.0,328832141,0.061,328831727,18076.0,30,0.0682,0.0732,0.071428571,1988.0
1,24978555,0,0.0,Category:All articles needing expert attention,1.1178,0,0,0.0844,35403,79.88.37.115,15.0,329687354,0.1344,325837797,7212.0,0,0.0828,0.0902,0.0,1242.0
1,53241,0,0.0,Category:1918 books,1.0416,0,29,0.0469,35438,Himalayan Explorer,34.0,327315815,0.1474,326282797,18760.0,74,0.0644,0.0688,0.0,2104.0
1,14271357,0,0.0,Category:2000s Tamil-language films,1.1053,0,14,0.019,35445,169.199.30.226,0.0,328876388,0.0404,328876250,8102.0,0,0.0431,0.0451,0.0,518.0
1,553206,0,0.0,Category:1964 births,1.1188,0,0,0.0438,35478,24.107.179.2,94.0,328731498,0.0841,250298252,9740.0,26,0.1098,0.1232,0.0,560.0
1,20630618,0,0.0,Category:American lawyers,1.1205,1,21,0.0419,35523,Kaguya-chan,106.0,326998969,0.0889,326992535,10822.0,0,0.0696,0.0748,0.003472222,1131.0
1,29455,0,0.0,Category:1964 births,1.13,0,34,0.057,35529,79.1.194.39,18.0,330089531,0.1354,330089431,77937.0,9,0.1244,0.1421,0.0,6995.0
0,29190,0,0.0,Category:1800s births,1.118,0,123,0.0409,35557,Alansohn,10.0,329525647,0.0613,329523457,59271.0,5,0.0558,0.059,0.0,7017.0
0,14376919,0,0.0,Category:1963 births,1.1122,0,46,0.037000000000000005,35561,Huaiwei,8.0,328210562,0.0986,313397222,16921.0,1,0.1175,0.133,0.0,2088.0
0,31690663,0,0.0,Category:All articles with unsourced statements,1.1451,0,128,0.008,35600,Benjiboi,0.0,328346103,0.0507,328200672,59573.0,38,0.0764,0.0827,0.0,5836.0
0,22845335,0,0.0,Category:2009 American television seasons,1.1167,1,20,0.0077,35632,Reige,44.0,327394145,0.0317,323328849,82899.0,8,0.0564,0.0598,0.007575758,1795.0
1,2256216,0,0.0,Category:1955 births,1.1332,0,0,0.0348,35634,Khairul hazim,13.0,327985632,0.0696,318664911,5371.0,30,0.0915,0.1004,0.0,459.0
1,6182220,0,0.0,Category:All articles lacking reliable references,1.139,0,74,0.1065,35696,Rich Farmbrough,9.0,329031238,0.1683,286598469,7139.0,7,0.1194,0.1355,0.0,977.0
1,10158610,0,0.0,Category:All articles lacking in-text citations,1.1291,0,0,0.0297,35699,86.107.119.93,18.0,327527701,0.1164,327527531,6411.0,4,0.1513,0.1781,0.0,887.0
1,9306475,0,0.0,Category:1969 births,1.1423,1,14,0.0089,35704,95.148.158.232,13.0,329165908,0.0218,328350156,4411.0,1,0.0404,0.0421,0.023809524,251.0
0,23087316,0,0.0,Category:All articles with dead external links,1.1461,0,14,0.0223,35717,Squeegman,13.0,327589767,0.044,327554611,70993.0,2,0.0584,0.062,0.0,3150.0
1,38892181,0,0.0,Category:All Wikipedia articles in need of updating,1.1154,0,8,0.0287,35724,82.16.207.96,8.0,328223740,0.0516,328223499,414351.0,17,0.1014,0.1128,0.0,1373.0
0,17099731,0,0.0,Category:Yan (An-Shi) empresses,1.15,1,38,0.0254,35760,Adavidb,26.0,327238541,0.0481,327238474,3721.0,1,0.0481,0.0505,0.049586777,537.0
0,266300,0,0.0,Category:Airports in Thailand,1.0958,0,37,0.1485,35783,Mandarax,22.0,328878666,0.1967,317640731,14283.0,22,0.0554,0.0586,0.0,474.0
1,949160,0,0.0,Category:1900 births,1.0504,1,25,0.031,35831,189.131.137.174,11.0,328525176,0.0647,328525113,8774.0,2,0.0705,0.0759,0.018181818,1175.0
1,1680926,0,0.0,Category:All articles with dead external links,1.126,0,0,0.0094,35854,83.134.99.60,12.0,327123722,0.1234,323526819,180059.0,126,0.0866,0.0948,0.0,7557.0
0,1439851,0,0.0,Category:All articles with unsourced statements,1.144,0,20,0.0123,35864,Crusoe8181,22.0,326863951,0.1517,284786918,12692.0,22,0.0467,0.049,0.0,952.0
1,30064130,0,0.0,Category:Asexual reproduction,1.0657,0,21,0.0217,35890,94.68.169.152,9.0,329120739,0.0781,328210894,18818.0,0,0.1667,0.2,0.0,2105.0
1,4367298,0,0.0,Category:1970 establishments in South Africa,1.134,0,0,0.0191,35900,72.179.38.226,19.0,327832881,0.0417,325544044,35546.0,4,0.0403,0.042,0.0,2334.0
0,48557,0,0.0,Category:Anglican episcopal offices,1.1454,0,20,0.0222,35945,Signalhead,9.0,327271366,0.0431,327179542,17756.0,2,0.0545,0.0576,0.0,1951.0
1,17450998,0,0.0,Category:2008 California Proposition 8,1.1174,0,125,0.0543,35946,98.134.219.243,0.0,329604017,0.1038,329565410,186343.0,0,0.0458,0.048,0.0,16067.0
0,25237377,0,0.0,Category:1686 births,1.1101,0,67,0.1408,35947,Plasticspork,29.0,326865375,0.1743,324373078,15889.0,10,0.0729,0.0786,0.0,1582.0
1,621307,0,0.0,Category:2001 video games,1.1277,1,38,0.0318,35955,129.128.172.222,91.0,329154582,0.0881,328869554,28777.0,603,0.0695,0.0746,0.00591716,2931.0
1,243334,0,0.0,Category:Articles containing proofs,1.1091,0,74,0.1419,35961,Rich Farmbrough,10.0,328408008,0.1882,318128464,21396.0,8,0.0573,0.0606,0.0,4159.0
0,18674564,0,0.0,Category:1974 births,1.1292,0,66,0.0668,35991,Waacstats,25.0,329871636,0.0995,324785897,2056.0,7,0.0779,0.0844,0.0,84.0
0,24615788,0,0.0,Category:All Wikipedia articles written in Australian English,1.1389,0,97,0.0138,35994,LilHelpa,21.0,327403201,0.0864,324969030,44253.0,1,0.0597,0.0635,0.0,1262.0
0,1023676,0,0.0,Category:1934 births,1.1254,0,13,0.0805,36005,Saint9016,0.0,328023542,0.2294,328023473,5660.0,0,0.1939,0.2405,0.0,389.0
0,938712,0,0.0,Category:1963 births,1.11,0,10,0.0465,36017,Hmains,17.0,327187993,0.0862,323182537,102644.0,11,0.0732,0.079,0.0,9691.0
0,533193,0,0.0,Category:Competitive video game techniques,1.0951,0,16,0.0584,36026,Flayer,71.0,326967984,0.1206,326963187,6244.0,240,0.0562,0.0596,0.0,626.0
0,25256781,0,0.0,Category:Cognitive architecture,1.1376,0,120,0.0331,36028,Fortdj33,18.0,329742412,0.0514,328037036,5069.0,16,0.0559,0.0592,0.0,137.0
0,13709048,0,0.0,Category:1945 births,1.1328,0,42,0.0763,36060,Choess,2.0,328314626,0.1021,328314418,20105.0,214,0.1128,0.127,0.0,863.0
0,24027487,0,0.0,Category:All articles with dead external links,1.1124,0,88,0.0243,36061,Favonian,0.0,327314322,0.0775,327312126,19887.0,0,0.042,0.0438,0.0,1737.0
1,14098429,0,0.0,Category:All articles with unsourced statements,1.138,0,0,0.0458,36065,Billy Hathorn,22.0,328067474,0.0649,326654233,13071.0,48,0.1039,0.1159,0.0,418.0
0,147591,0,0.0,Category:1959 establishments in Michigan,1.0646,0,0,0.0611,36073,Mathpianist93,18.0,327423099,0.1102,327352779,51764.0,86,0.0737,0.0796,0.0,6544.0
1,8599,0,0.0,Category:All articles containing potentially dated statements,1.1206,0,21,0.0931,36115,94.170.103.254,102.0,327471570,0.1637,327363103,95841.0,508,0.1019,0.1135,0.0,8982.0
1,20259145,0,0.0,Category:20th-century military alliances,1.0581,1,0,0.0636,36124,201.229.209.90,73.0,326817129,0.0974,326744098,12049.0,42,0.0525,0.0554,0.06741573,1209.0
1,934113,0,0.0,Category:All articles with unsourced statements,1.0664,0,25,0.0387,36159,74.215.124.30,0.0,328058073,0.0841,328057569,23677.0,210,0.0642,0.0686,0.0,1946.0
0,1492780,0,0.0,Category:All Wikipedia articles written in Indian English,1.1085,0,36,0.0046,36169,UnitedStatesian,8.0,329813929,0.042,329608421,9189.0,19,0.4179,0.7177,0.0,952.0
1,3377896,0,0.0,Category:1986 debut albums,1.0901,0,21,0.029,36187,86.130.131.169,18.0,329929482,0.057,329928791,5426.0,24,0.0548,0.058,0.0,324.0
1,54456959,0,0.0,Category:All article disambiguation pages,1.0631,0,47,0.022,36212,S?awomir Bia?y,3.0,327045498,0.1576,326715838,180.0,1,0.0333,0.0344,0.0,24.0
1,64956,0,0.0,Category:1872 births,1.0484,0,0,0.058,36214,71.137.205.28,8.0,327417992,0.1161,326801223,47689.0,0,0.0733,0.0791,0.0,4756.0
0,3370817,0,0.0,Category:1899 establishments in New Jersey,1.0922,0,27,0.0647,36220,Zagalejo,18.0,328697860,0.0974,328669632,36697.0,3,0.0759,0.0821,0.0,4336.0
1,1976348,0,0.0,Category:1962 births,1.0788,0,15,0.0077,36223,71.246.246.81,14.0,328069184,0.0411,327684762,106860.0,1,0.0623,0.0664,0.0,9265.0
1,6700426,0,0.0,Category:All stub articles,1.1053,0,79,0.0465,36227,Rich Farmbrough,76.0,327765919,0.0775,301484509,5311.0,4,0.0674,0.0722,0.0,381.0
0,7404357,0,0.0,Category:1997 manga,1.1227,0,154,0.0532,36304,Hu12,0.0,327904503,0.1354,327893341,9891.0,48,0.115,0.1299,0.0,1353.0
1,915754,0,0.0,Category:All articles with unsourced statements,1.11,0,24,0.0546,36315,217.42.182.130,0.0,327018435,0.0788,327018045,47985.0,0,0.0794,0.0863,0.0,2761.0
0,24732529,0,0.0,Category:2010s romantic fantasy films,1.141,1,29,0.0124,36325,McGeddon,12.0,328797549,0.0416,328156284,15038.0,4,0.046,0.0482,0.035714286,1872.0
0,22160348,0,0.0,Category:All articles with unsourced statements,1.1456,0,144,0.0416,36350,Kanguole,2.0,327955762,0.0634,325816449,21363.0,0,0.0767,0.0831,0.0,591.0
0,804587,0,0.0,Category:1937 births,1.0991,0,0,0.0138,36353,ElTchanggo,16.0,327531417,0.0258,323512222,54772.0,862,0.0954,0.1054,0.0,4887.0
0,963048,0,0.0,Category:1979 births,1.1362,0,0,0.0042,36354,TDogg310,0.0,329789154,0.1224,329789098,99556.0,4,0.0807,0.0878,0.0,10619.0
1,5430960,0,0.0,Category:All articles needing additional references,1.0914,0,35,0.0831,36373,68.50.240.36,34.0,328870413,0.1135,328870182,3763.0,12,0.0492,0.0518,0.0,375.0
1,25188285,0,0.0,Category:All stub articles,1.1011,0,10,0.1022,36397,Nedim Ardo?a,14.0,328373796,0.1834,315580970,1195.0,108,0.1386,0.1608,0.0,55.0
0,7133111,0,0.0,Category:2002 establishments in Washington (state),1.1439,0,17,0.0786,36401,Naplegreenday,11.0,328136486,0.1549,328136016,5305.0,4,0.1295,0.1488,0.0,447.0
0,13923269,0,0.0,Category:All articles with dead external links,1.1505,0,23,0.079,36405,Msalmon,32.0,329753170,0.2087,329752946,14917.0,5,0.0955,0.1056,0.0,1380.0
0,54003189,0,0.0,Category:All articles needing additional references,1.0991,0,20,0.0673,36424,Smjg,0.0,327638464,0.1134,322546754,51677.0,0,0.0809,0.08800000000000001,0.0,5546.0
1,25202,0,0.0,Category:All articles lacking reliable references,1.1296,0,74,0.0554,36429,Rich Farmbrough,16.0,328482673,0.0869,321305620,107618.0,7,0.16399999999999998,0.196,0.0,12763.0
0,1905292,0,0.0,Category:American Dad! episodes,1.1427,0,32,0.0277,36502,Reedmalloy,11.0,328105252,0.0486,328105116,17050.0,16,0.0866,0.0947,0.0,7334.0
1,408900,0,0.0,Category:All articles lacking reliable references,1.0932,0,35,0.0202,36526,72.208.150.59,20.0,327298015,0.0348,326991331,68514.0,20,0.0697,0.0749,0.0,8554.0
0,142805,0,0.0,Category:1981 establishments in Texas,1.1251,0,0,0.0397,36538,Ryan3896490,8.0,329085755,0.0935,329085522,67026.0,0,0.0765,0.0828,0.0,7334.0
0,2060912,0,0.0,Category:Dynamic programming,1.1404,0,88,0.0256,36556,Closedmouth,18.0,329870279,0.0379,326169810,21482.0,2,0.1101,0.1236,0.0,3122.0
0,206763,0,0.0,Category:All articles with unsourced statements,1.1068,0,0,0.1158,36591,Mercurywoodrose,13.0,328403698,0.1519,328403197,18020.0,12,0.0899,0.0987,0.0,1936.0
1,26463074,0,0.0,Category:1967 births,1.1288,0,14,0.0796,36625,Earl Andrew,18.0,329887399,0.14400000000000002,329886210,59374.0,7,0.2142,0.2724,0.0,4971.0
0,13236524,0,0.0,Category:1984 births,1.1553,0,20,0.0163,36630,Levineps,0.0,329543842,0.0246,290452350,13757.0,44,0.0558,0.0591,0.0,1382.0
0,7466121,0,0.0,Category:1973 establishments in Australia,1.0417,1,39,0.0143,36661,Brendanconway,27.0,328867022,0.0382,328826125,8070.0,0,0.0624,0.0665,0.012820513,675.0
0,4331224,0,0.0,Category:1994 establishments in New Jersey,1.1259,0,0,0.0365,36713,Kolmrank,26.0,327203717,0.0748,327203398,95852.0,7,0.0858,0.0938,0.0,7280.0
1,414897,0,0.0,Category:1980s American comedy television series,1.0799,0,32,0.0372,36731,204.186.77.115,36.0,326737729,0.0555,326580914,79408.0,0,0.0599,0.0637,0.0,9638.0
0,25270778,0,0.0,Category:Computer data,1.1297,1,12,0.0557,36752,Charliefortune,72.0,329652768,0.0985,329310463,18393.0,9,0.1058,0.1182,0.00877193,2084.0
1,533547,0,0.0,Category:All articles needing additional references,1.1075,0,78,0.0323,36753,Rich Farmbrough,84.0,327096221,0.0739,326621053,16183.0,1,0.0489,0.0514,0.0,1881.0
